parent_L,parent_k1,child_L,child_k1,child_lex,reciprocal
220791,SeKara,220797.1,SeKaratA,f.,yes
221004,SEtyamaya,221004.1,SEtyamayatva,n.,yes
221416,Socitavya,221416.1,Socitavye,ind.,yes
221782,SORqa,221789.1,SORqatA,f.,yes
222083,SyAmaPena,222083.1,SyAmaPenatA,f.,yes
222090,SyAmavarRa,222090.1,SyAmavarRatva,n.,yes
222239,SyAvAsya,222239.1,SyAvAsyatA,f.,yes
222334,SradDA,222344.1,SradDayA,ind.,yes
222454,SrAnta,222458.1,SrAntaklAnta,mfn.,yes
222507,SravaRagocara,222507.1,SravaRagocaratA,f.,yes
222806,SrAdDopayogin,222806.1,SrAdDopayogivacana,n.,yes
222924,SrIkArin,222924.1,SrIkArI,f.,yes
223063,SrInivAsatIrTa,223063.1,SrInivAsatIrTIya,n.,yes
223192,SrIyaSas,223193.1,SrIyaSaskAma,mfn.,yes
223209,SrIrAmanavamI,223209.1,SrIrAmanavamInirRaya,m.,yes
223380,SrIraNgeSa,223380.1,SrIraNgeSvarI,f.,yes
223450,Srutanigadin,223450.1,Srutanigaditva,n.,yes
223598,Srutimat,223598.1,Srutimattva,n.,yes
223663,SrUyamARa,223663.1,SrUyamARatva,n.,yes
223679,Sruzwi,223683.1,SruzwI,ind.,yes
223808,SroRAparAnta,223808.1,SroRAparAntaka,m.,yes
224002,SlaTasaMDi,224002.1,SlaTasaMDitA,f.,yes
224003,SlaTANga,224003.1,SlaTANgatA,f.,yes
224030,SlAGya,224030.1,SlAGyam,ind.,yes
224410,SvAsakAsa,224410.1,SvAsakAsin,mfn.,yes
224418,SvAsahikkA,224418.1,SvAsahikkin,mfn.,yes
224576,SvetakuzWa,224576.1,SvetakuzWatva,n.,yes
224705,SvetamUtra,224705.1,SvetamUtratA,f.,yes
224744,SvetavArAha,224745.1,SvetavArAhakalpa,m.,yes
224834,SvetASvataropanizad,224834.1,SvetASvataropanizatprakASikA,f.,yes
224834,SvetASvataropanizad,224834.2,SvetASvataropanizaddIpikA,f.,yes
224907,zaRqa,224915.1,zaRqatva,n.,yes
225014.36,zawpadI,225014.77,zawpadIstotra,n.,yes
225048,zawsahasrI,225048.1,zawsahasrakara,m.,yes
225067,zaqaMSa,225067.1,zaqaMSatA,f.,yes
225252,zaqviMSati,225252.11,zaqviMSatirAtra,n.,yes
225280,zaRmAsa,225281.1,zaRmAsAt,ind.,yes
225351,zazWakAla,225351.1,zazWakAlopavAsa,m.,yes
225615,saMyat,225615.1,saMyattva,n.,yes
225686,saMyamin,225689.1,saMyamitA,f.,yes
225815,saMrabDa,225820.1,saMrabDam,ind.,yes
225990,saMvatsarakftya,225990.1,saMvatsarakftyadIDiti,f.,yes
226000,saMvatsaraniroDa,226000.1,saMvatsaraniroDatas,ind.,yes
226213,saMvidita,226214.1,saMviditam,ind.,yes
226265,saMviBAgaruci,226265.1,saMviBAgarucitA,f.,yes
226358,saMvftamantra,226358.1,saMvftamantratA,f.,yes
226579,saMSayacCeda,226579.1,saMSayacCedya,mfn.,yes
226589,saMSayApanna,226589.1,saMSayApannamAnasa,mfn.,yes
226675,saMSraya,226682.1,saMSrayAt,ind.,yes
226679,saMSraya,226682.2,saMSrayAt,ind.,yes
226685,saMSrayaRIya,226685.1,saMSrayaRIyatA,f.,yes
226779,saMsaNgin,226779.1,saMsaNginItva,n.,yes
226910,saMsArin,226912.1,saMsAritva,n.,yes
226914,saMsfti,226914.1,saMsfticakra,n.,yes
226914,saMsfti,226914.2,saMsfticakravAla,n.,yes
226931,saMsargavat,226931.1,saMsargavattva,n.,yes
226992,saMsarpin,226992.1,saMsarpitA,f.,yes
227032,saMskArakOstuBa,227032.1,saMskArakOstuBadIDiti,f.,yes
227061,saMskAravat,227062.1,saMskAravattva,n.,yes
227080,saMskAraka,227082.1,saMskArakatva,n.,yes
227327,saMsmaraRIya,227327.1,saMsmaraRIyaSoBa,mfn.,yes
227391,saMhatahasta,227391.1,saMhatahastatva,n.,yes
227608,sakawAkza,227608.1,sakawAkzam,ind.,yes
227623,sakampa,227623.1,sakampam,ind.,yes
227631,sakaruRa,227632.1,sakaruRam,ind.,yes
227632,sakaruRa,227632.2,sakaruRam,ind.,yes
227639,sakartfka,227639.1,sakartfkatA,f.,yes
227639,sakartfka,227639.2,sakartfkatva,n.,yes
227642,sakarman,227644.1,sakarmatA,f.,yes
227658,sakazAya,227658.1,sakazAyatva,n.,yes
227661,sakAtara,227661.1,sakAtaram,ind.,yes
227683,sakutUhala,227683.1,sakutUhalam,ind.,yes
227697,sakfpa,227698.1,sakfpam,ind.,yes
227705,sakEtava,227706.1,sakEtavam,ind.,yes
227707,sakopa,227707.1,sakopam,ind.,yes
227712,sakOtuka,227712.1,sakOtukam,ind.,yes
227716,sakriya,227717.1,sakriyatva,n.,yes
227721,sakroDa,227721.1,sakroDam,ind.,yes
227736,saKeda,227736.1,saKedam,ind.,yes
227768,sakalasidDi,227769.1,sakalasidDida,mfn.,yes
227876,sagarva,227876.1,sagarvam,ind.,yes
227883,saguRa,227884.1,saguRatva,n.,yes
228039,saMkocanIya,228039.1,saMkocanIyatva,n.,yes
228049,saMkula,228056.1,saMkulakaluza,mfn.,yes
228119,saMkAra,228121.1,saMkArakUwa,n.,yes
228295,saMkrAmaRa,228296.1,saMkrAmaRaviropaRa,n.,yes
228341,saMkzipta,228344.1,saMkziptena,ind.,yes
228372.1,saMkzeparAmAyaRa,177679.1,rAmAyaRasaMkzepa,m.,yes
228375,saMkzepaSArIraka,228375.1,saMkzepaSArIrakawIkA,f.,yes
228375,saMkzepaSArIraka,228375.2,saMkzepaSArIrakaPalalakzaRa,n.,yes
228375,saMkzepaSArIraka,228375.3,saMkzepaSArIrakaBAzya,n.,yes
228375,saMkzepaSArIraka,228375.4,saMkzepaSArIrakavyAKyAna,n.,yes
228375,saMkzepaSArIraka,228375.5,saMkzepaSArIrakasambanDokti,f.,yes
228485,saMgati,228490.1,saMgatyA,ind.,yes
228548,saMguptArTa,228548.1,saMguptaleKa,m.,yes
228740,saMGapati,228741.1,saMGapatitva,n.,yes
228909,sacakita,228909.1,sacakitam,ind.,yes
228936,sacinta,228936.1,sacintam,ind.,yes
228939,sacihna,228939.1,sacihnam,ind.,yes
228947,sacEla,228947.1,sacElam,ind.,yes
228952,sacCandoma,228952.1,sacCandomatva,n.,yes
228962,sajana,228963.1,sajane,ind.,yes
228986,sajIva,228987.1,sajIvatA,f.,yes
228987,sajIva,228987.2,sajIvatA,f.,yes
229116,saMcArayitf,229116.1,saMcArayitrI,f.,yes
229183,saMcintita,229184.1,saMcintitavat,mfn.,yes
229368,saMjYa,229370.1,saMjYatA,f.,yes
229434,saMjYin,229434.1,saMjYitva,n.,yes
229538,satkAryavAda,229538.1,satkAryavAdasidDAnta,m.,yes
229547,satkula,229547.1,satkulatA,f.,yes
229583,sattAmAtra,229583.1,sattAmAtrAtman,mfn.,yes
229586,sattAka,229586.1,sattAkatva,n.,yes
229612,satpratipakza,229615.13,satpratipakzatA,f.,yes
229617,satpratipakzin,229618.1,satpratipakzitA,f.,yes
229617,satpratipakzin,229618.2,satpratipakzitva,n.,yes
229625,satsaMvinmaya,229625.1,satsaMvinmayatva,n.,yes
229921,satyanAman,229922.1,satyanAmatA,f.,yes
230027,satyavAkya,230027.1,satyavAkyatA,f.,yes
230086,satyasaMkalpa,230086.2,satyasaMkalpatva,n.,yes
230095,satyasaMDa,230095.61,satyasaMDatA,f.,yes
230110,satyasvapna,230110.1,satyasvapnatA,f.,yes
230128,satyAnandacidAtman,230128.1,satyAnandacidAtmatA,f.,yes
230206,sadalaMkfti,230206.1,sadalaMkftitA,f.,yes
230291,sadBUta,230292.1,sadBUtotpAdaka,mfn.,yes
230307,sadvaMSa,230308.1,sadvaMSatva,n.,yes
230329,sadvfkza,230329.1,sadvfkzaja,mfn.,yes
230331,sadvftta,230334.2,sadvfttaSAlin,mfn.,yes
230331,sadvftta,230334.3,sadvfttasTa,mfn.,yes
230382,satattva,230382.1,satattvatas,ind.,yes
230392,satarza,230392.1,satarzam,ind.,yes
230412,satUrya,230412.1,satUryam,ind.,yes
230421,satejas,230421.1,satejastva,n.,yes
230425,satrapa,230425.1,satrapam,ind.,yes
230435,satvara,230435.1,satvaram,ind.,yes
230435,satvara,230435.1,satvaram,ind.,yes
230440,satata,230440.1,satatam,ind.,yes
230571,sadas,230573.1,sadasaspati,m.,yes
230626,sannaBAva,230626.1,sannaBAvatva,n.,yes
230683,sadat,230683.1,sadattva,n.,yes
230686,sadaya,230686.1,sadayam,ind.,yes
230691,sadarpa,230691.1,sadarpam,ind.,yes
230718,sadeva,230718.01,sadevatva,n.,yes
230817,sadASiva,230820.06,sadASivatA,f.,yes
230836,sadAtana,230837.1,sadAtanatva,n.,yes
230856,sadfSavftti,230856.1,sadfSavfttitA,f.,yes
230868,sadyaskAla,230868.1,sadyaskAlatva,n.,yes
230900,sadyaHPala,230900.1,sadyaHPalatva,n.,yes
231000,saDUmaka,231000.1,saDUmakam,ind.,yes
231054,sana,231056.1,sanam,ind.,yes
231063,sanaka,231064.1,sanakAt,ind.,yes
231144,sanigaqacaraRa,231144.1,sanigaqacaraRatva,n.,yes
231147,saninda,231147.1,sanindam,ind.,yes
231149,saniyama,231150.1,saniyamatva,n.,yes
231162.2,sanIqa,231162.3,sanIqe,ind.,yes
231189,saMtata,231189.1,saMtatam,ind.,yes
231324,saMtozaRIya,231324.1,saMtozaRIyarUpa,mfn.,yes
231414,saMdfbDa,231414.1,saMdfbDatva,n.,yes
231965,saMnikarza,231969.01,saMnikarzatA,f.,yes
231973,saMnikfzwa,231973.1,saMnikfzwe,ind.,yes
232043,saMnipAtin,232044.1,saMnipAtitva,n.,yes
232226,sapakza,232228.1,sapakzatA,f.,yes
232226,sapakza,232228.2,sapakzatva,n.,yes
232255,saparitoza,232255.1,saparitozam,ind.,yes
232276,sapavitra,232276.1,sapavitratA,f.,yes
232285,sapAdalakza,232285.1,sapAdalakzmApAla,m.,yes
232285,sapAdalakza,232285.2,sapAdalakzaSiKarin,m.,yes
232314,sapulaka,232314.1,sapulakam,ind.,yes
232332,sapraRaya,232332.1,sapraRayam,ind.,yes
232338,sapratiBaya,232338.1,sapratiBayatA,f.,yes
232356,sapraBa,232357.1,sapraBatva,n.,yes
232371,saprasava,232372.1,saprasavatva,n.,yes
232373,saprasAda,232373.1,saprasAdam,ind.,yes
232427,sapiRqIkaraRa,232427.1,sapiRqIkaraRaKaRqana,n.,yes
232427,sapiRqIkaraRa,232427.2,sapiRqIkaraRAntakarman,n.,yes
232427,sapiRqIkaraRa,232427.3,sapiRqIkaraRAnvazwakA,f.,yes
232451,saptagodAvara,232452.1,saptagodAvaram,ind.,yes
232494.60,saptadaSAratni,232494.7,saptadaSAratnitA,f.,yes
232501.6,saptadvIpavatI,232501.7,saptadvIpavatIpati,m.,yes
232621,saptaviDa,232621.1,saptaviDatA,f.,yes
232654,saptazazwi,232656.1,saptazazwiSata,n.,yes
232654,saptazazwi,232656.2,saptazazwisahasra,n.,yes
232721,saptArRava,232721.2,saptArRavajaleSaya,mfn.,yes
232798,saPa,232800.1,saPatva,n.,yes
232800,saPa,232800.2,saPatva,n.,yes
232838,sabAzpa,232838.1,sabAzpam,ind.,yes
232843,sabIja,232843.1,sabIjatva,n.,yes
232870,saBaya,232871.1,saBayam,ind.,yes
232900,saBrUBaNga,232900.1,saBrUBaNgam,ind.,yes
233023,samakakza,233024.1,samakakzatA,f.,yes
233023,samakakza,233024.2,samakakzatva,n.,yes
233028,samakarRa,233029.1,samakarRatA,f.,yes
233041,samakriya,233041.1,samakriyatva,n.,yes
233096,samadfzwi,233097.01,samadfzwitva,n.,yes
233130,samamaRqala,233130.1,samamaRqalaSaNku,m.,yes
233147,samarasa,233147.1,samarasatva,n.,yes
233168,samaviBakta,233168.1,samaviBaktANga,mfn.,yes
233197,samaSreRi,233197.1,samaSreRigata,mfn.,yes
233203,samasaMDita,233203.1,samasaMDitas,ind.,yes
233224,samAMSa,233227.1,samAMSena,ind.,yes
233394,samaYjasa,233397.1,samaYjasam,ind.,yes
233431,samaDika,233431.1,samaDikam,ind.,yes
233551,samanta,233555.1,samantam,ind.,yes
233551,samanta,233555.2,samantam,ind.,yes
233551,samanta,233555.3,samantAt,ind.,yes
233551,samanta,233555.4,samantatas,ind.,yes
233551,samanta,233555.5,samantena,ind.,yes
233594,samantrin,233594.1,samantritva,n.,yes
233612,samanvaya,233612.1,samanvayAt,ind.,yes
233726,samaByuccaya,233726.1,samaByuccayavat,ind.,yes
233880,samavApta,233880.1,samavAptakAma,mfn.,yes
233897,samavAyikAraRa,233897.1,samavAyikAraRatva,n.,yes
234240,samAnakartfka,234240.1,samAnakartfkatA,f.,yes
234240,samAnakartfka,234240.2,samAnakartfkatva,n.,yes
234247,samAnakAla,234248.1,samAnakAlam,ind.,yes
234249,samAnakAlIna,234249.1,samAnakAlInatva,n.,yes
234250,samAnakzema,234250.1,samAnakzematva,n.,yes
234252,samAnagati,234252.1,samAnagatitva,n.,yes
234263,samAnajAtIya,234263.1,samAnajAtIyatva,n.,yes
234293,samAnabala,234293.1,samAnabalatva,n.,yes
234296,samAnabrAhmaRIya,234296.1,samAnabrAhmaRIyatva,n.,yes
234302,samAnayogakzema,234302.1,samAnayogakzematva,n.,yes
234305,samAnaruci,234305.1,samAnarucitA,f.,yes
234319,samAnavidya,234319.1,samAnavidyatA,f.,yes
234320,samAnavratacArin,234320.1,samAnavratacAritva,n.,yes
234323,samAnaSayya,234323.1,samAnaSayyatA,f.,yes
234329,samAnasuKaduHKa,234329.1,samAnasuKaduHKatA,f.,yes
234342,samAnADikaraRa,234344.1,samAnADikaraRatA,f.,yes
234342,samAnADikaraRa,234344.2,samAnADikaraRatva,n.,yes
234385,samApaka,234386.1,samApakatva,n.,yes
234402.1,samAptapunarAtta,234402.2,samAptapunarAttatva,n.,yes
234798,samaya,234808.1,samaye,ind.,yes
235059,samuccita,235059.1,samuccitIkfta,mfn.,yes
235777,samUla,235778.1,samUlam,ind.,yes
235833,samarasAra,235833.1,samarasArasaMgraha,m.,yes
235848,samarpaka,235848.1,samarpakatA,f.,yes
236041,sampAdaka,236041.1,sampAdakatva,n.,yes
236051,sampAdita,236051.1,sampAditatva,n.,yes
236054,sampAdya,236055.1,sampAdyatva,n.,yes
236058,sampipAdayizita,236058.1,sampipAdayizitatva,n.,yes
236230,sampUrRatA,236230.1,sampUrRatAyukta,mfn.,yes
236239,sampUrRaspfha,236239.1,sampUrRaspfhatA,f.,yes
236396,sampratyAyaka,236396.1,sampratyAyakatva,n.,yes
236831,samboDi,236831.1,samboDyaNga,n.,yes
236936,samBogya,236936.1,samBogyatA,f.,yes
236959,samBAvanA,236965.1,samBAvanojJita,mfn.,yes
237115,sammati,237116.1,sammatiman,m.,yes
237213,sammodana,237213.1,sammodanIkaTA,f.,yes
237291,sammeda,237291.1,sammedamAhAtmya,n.,yes
237372,samyagdfzwi,237372.1,samyagdfzwitva,n.,yes
237414,sayatna,237414.1,sayatnam,ind.,yes
237599,sarasvatItIrTa,237600.1,sarasvatItIrTamAhAtmya,n.,yes
237710,sarajasa,237711.1,sarajasatA,f.,yes
237719,saraBasa,237719.1,saraBasam,ind.,yes
237727,sarAga,237728.1,sarAgam,ind.,yes
237728,sarAga,237728.2,sarAgam,ind.,yes
237746,saruDira,237746.1,saruDiram,ind.,yes
237747,saruDiramUtra,237747.1,saruDiramUtratA,f.,yes
237756,sarogin,237756.1,sarogitA,f.,yes
237763,saromAYca,237763.1,saromAYcam,ind.,yes
237864,sargakartf,237864.1,sargakartftva,n.,yes
238121,sarvakartf,238122.1,sarvakartftva,n.,yes
238123,sarvakarman,238127.2,sarvakarmasaha,mfn.,yes
238123,sarvakarman,238127.1,sarvakarmakArin,mfn.,yes
238172,sarvakratu,238172.1,sarvakratutA,f.,yes
238180,sarvaga,238189.1,sarvagatva,n.,yes
238254,sarvajanIna,238254.1,sarvajanInatva,n.,yes
238287,sarvajYammanya,238287.1,sarvajYammanyatA,f.,yes
238355,sarvadAtf,238355.1,sarvadAtftva,n.,yes
238403,sarvaDArin,238403.1,sarvaDArI,f.,yes
238420,sarvaniyantf,238420.1,sarvaniyantftva,n.,yes
238433,sarvapaTIna,238433.1,sarvapaTInatA,f.,yes
238453,sarvapArzada,238453.1,sarvapArzadatva,n.,yes
238503,sarvaBakza,238505.1,sarvaBakzatva,n.,yes
238519,sarvaBAvADizWAtf,238519.1,sarvaBAvADizWAtftva,n.,yes
238540,sarvaBUtAtman,238543.1,sarvaBUtAtmaBUta,mfn.,yes
238541,sarvaBUtAtman,238543.2,sarvaBUtAtmameDas,mfn.,yes
238584,sarvamuKa,238584.1,sarvamuKatva,n.,yes
238594,sarvameDya,238594.1,sarvameDyatva,n.,yes
238598,sarvayatna,238598.1,sarvayatnena,ind.,yes
238603,sarvayoni,238603.1,sarvayonitva,n.,yes
238637,sarvarUpa,238637.21,sarvarUpatA,f.,yes
238647,sarvaliNga,238647.1,sarvaliNgatA,f.,yes
238706,sarvavijYAna,238706.1,sarvavijYAnatA,f.,yes
238731,sarvavettf,238731.1,sarvavettftva,n.,yes
238763,sarvaSakti,238764.1,sarvaSaktyA,ind.,yes
238768,sarvaSarIra,238768.1,sarvaSarIratA,f.,yes
238783,sarvaSizya,238783.1,sarvaSizyatA,f.,yes
238793,sarvaSUnyatva,238793.1,sarvaSUnyatvavAdin,m.,yes
238935,sarvahuta,238935.1,sarvahutatva,n.,yes
238956,sarvANga,238959.01,sarvANgaBaNga,m.,yes
238962,sarvANgasundara,238963.1,sarvANgasundararasa,m.,yes
238977,sarvAtmaka,238977.5,sarvAtmakena,ind.,yes
238977.1,sarvAtmaka,238977.6,sarvAtmakatva,n.,yes
238978,sarvAtman,238983.1,sarvAtmanA,ind.,yes
238980,sarvAtman,238983.2,sarvAtmanA,ind.,yes
238984,sarvAtmatva,238984.1,sarvAtmatvadarSana,n.,yes
238995,sarvADikaraRa,238995.1,sarvADikaraRezu,ind.,yes
239017,sarvAnudAtta,239017.1,sarvAnudAttatva,n.,yes
239026,sarvAnusyUta,239026.1,sarvAnusyUtatva,n.,yes
239027,sarvAnta,239027.1,sarvAnte,ind.,yes
239051,sarvABiSaNkin,239051.1,sarvABiSaNkitva,n.,yes
239061,sarvAyu,239061.1,sarvAyutva,n.,yes
239067,sarvAramBa,239067.1,sarvAramBeRa,ind.,yes
239070,sarvArTa,239074.1,sarvArTezu,ind.,yes
239072,sarvArTa,239081.01,sarvArTatva,n.,yes
239083,sarvArTasADaka,239084.1,sarvArTasADakastotra,n.,yes
239165,sarvoparama,239165.1,sarvoparamatva,n.,yes
239320,salilapUra,239320.1,salilapUravat,ind.,yes
239371,salajja,239372.1,salajjam,ind.,yes
239485,savitfprasUta,239485.1,savitfprasUtatA,f.,yes
239562,savinaya,239562.1,savinayam,ind.,yes
239565,saviBrama,239565.1,saviBramam,ind.,yes
239566,savimarSa,239566.01,savimarSam,ind.,yes
239569,savilAsa,239569.1,savilAsam,ind.,yes
239570,savivaDa,239570.1,savivaDatva,n.,yes
239577,saviSezam,239578.1,saviSezakAnta,mfn.,yes
239577,saviSezam,239578.2,saviSezakOtUhalam,ind.,yes
239577,saviSezam,239578.3,saviSezataram,ind.,yes
239586,saviSramBa,239586.1,saviSramBam,ind.,yes
239588,saviza,239590.1,savizASis,mfn.,yes
239592,savizAda,239592.1,savizAdam,ind.,yes
239595,savistara,239596.1,savistaram,ind.,yes
239597,savismaya,239597.1,savismayam,ind.,yes
239600.1,savIrya,239600.2,savIryatva,n.,yes
239601,savIvaDa,239601.1,savIvaDatA,f.,yes
239601,savIvaDa,239601.2,savIvaDatva,n.,yes
239609,savfttika,239609.1,savfttikatA,f.,yes
239617,savega,239617.1,savegam,ind.,yes
239636,savElakzya,239637.1,savElakzyam,ind.,yes
239650,savyAja,239650.1,savyAjam,ind.,yes
239658,savrIqa,239658.1,savrIqam,ind.,yes
239714,saSaNka,239715.1,saSaNkam,ind.,yes
239756,saSukra,239756.1,saSukratva,n.,yes
239767,saSoka,239767.1,saSokam,ind.,yes
239775,saSrIka,239776.1,saSrIkatA,f.,yes
239775,saSrIka,239776.2,saSrIkatva,n.,yes
239779,saSleza,239779.1,saSlezatva,n.,yes
239795,sasaMvAda,239795.1,sasaMvAdam,ind.,yes
239806,sasaNga,239806.1,sasaNgatva,n.,yes
239833,sasamBrama,239833.1,sasamBramam,ind.,yes
239837,sasAkzika,239837.1,sasAkzikam,ind.,yes
239844,sasADvasa,239844.1,sasADvasam,ind.,yes
239883,sasoma,239883.01,sasomatva,n.,yes
239898,sasneha,239898.1,sasneham,ind.,yes
239906,sasmaya,239906.1,sasmayam,ind.,yes
239907,sasmita,239907.1,sasmitam,ind.,yes
239914,sasvana,239914.1,sasvanam,ind.,yes
240012,sahas,240014.1,sahasA,ind.,yes
240012,sahas,240014.2,sahoBiH,ind.,yes
240017,sahasvat,240017.4,sahasvat,ind.,yes
240141,sahacaraBinna,240141.1,sahacaraBinnatA,f.,yes
240141,sahacaraBinna,240141.2,sahacaraBinnatva,n.,yes
240146,sahacarita,240146.1,sahacaritatva,n.,yes
240148,sahacAra,240150.01,sahacAratva,n.,yes
240226,sahanivAsin,240226.1,sahanivAsitA,f.,yes
240324,sahaSizwa,240324.1,sahaSizwatva,n.,yes
240334,sahasidDa,240334.1,sahasidDatva,n.,yes
240371,sahArTIBU,240370.1,sahArTIBAva,m.,yes
240374,sahAvasTita,240374.1,sahAvasTitatA,f.,yes
240453,saharza,240453.1,saharzam,ind.,yes
240466,sahAva,240466.1,sahAvam,ind.,yes
240467,sahAsa,240467.1,sahAsam,ind.,yes
240488,sahela,240489.1,sahelam,ind.,yes
240499,sahasra,240502.1,sahasram,ind.,yes
240526,sahasraguRa,240526.1,sahasraguRatA,f.,yes
240957,sAkamaSva,240957.1,sAkamaSvatva,n.,yes
240974,sAkalya,240974.1,sAkalyena,ind.,yes
240978,sAkANkza,240980.01,sAkANkzam,ind.,yes
240984,sAkAra,240984.1,sAkAram,ind.,yes
241024,sAkzAtkAra,241025.1,sAkzAtkAratA,f.,yes
241069,sAkzara,241069.1,sAkzaratA,f.,yes
241072,sAkzepa,241072.1,sAkzepam,ind.,yes
241187,sAgraha,241187.1,sAgraham,ind.,yes
241291,sANguzWa,241292.1,sANguzWam,ind.,yes
241333,sAcIkfta,241334.1,sAcIkftam,ind.,yes
241333,sAcIkfta,241334.2,sAcIkftadfS,mfn.,yes
241333,sAcIkfta,241334.3,sAcIkftAnana,mfn.,yes
241363,sAwwahAsa,241363.1,sAwwahAsam,ind.,yes
241428,sAtmya,241429.1,sAtmyatas,ind.,yes
241474,sAdara,241474.1,sAdaram,ind.,yes
241478,sAdi,241478.1,sAditva,n.,yes
241479,sAdyanta,241479.1,sAdyantam,ind.,yes
241515,sADakatama,241515.1,sADakatamatva,n.,yes
241588,sADanIya,241588.1,sADanIyatva,n.,yes
241727,sADuSIla,241728.1,sADuSIlatva,n.,yes
241798,sADvasADu,241800.1,sADvasADutva,n.,yes
241915,sAnukampa,241915.1,sAnukampam,ind.,yes
241918,sAnukroSa,241918.1,sAnukroSam,ind.,yes
241918,sAnukroSa,241918.2,sAnukroSatA,f.,yes
241924,sAnunaya,241924.1,sAnunayam,ind.,yes
241927,sAnunAsikavAkya,241927.1,sAnunAsikavAkyatva,n.,yes
241943,sAnuSaya,241944.1,sAnuSayam,ind.,yes
241973,sAntarAya,241973.1,sAntarAyatA,f.,yes
241979,sAntarhAsa,241979.1,sAntarhAsam,ind.,yes
241993,sAntvapUrva,241993.1,sAntvapUrvam,ind.,yes
242015,sAndratara,242015.1,sAndrataram,ind.,yes
242065,sAMnipAtin,242065.1,sAMnipAtitva,n.,yes
242164,sABijYAna,242164.1,sABijYAnam,ind.,yes
242171,sABimAna,242173.1,sABimAnam,ind.,yes
242174,sABilAza,242174.1,sABilAzam,ind.,yes
242179,sAByasUya,242179.1,sAByasUyam,ind.,yes
242221,sAmapUrva,242221.1,sAmapUrvam,ind.,yes
242465,sAmAnyavat,242465.1,sAmAnyavattva,n.,yes
242785,sAraRA,242790.1,sAraRAtraya,n.,yes
242809,sAra,86516.1,tUzRIMsAra,mfn.,yes
242855,sAratama,242855.1,sAratamatva,n.,yes
242880,sArapattra,242880.1,sArapattraka,n.,yes
242929,sArasaMgraha,242929.1,sArasaMgrahajYAnaBUzaRaBAzya,n.,yes
242929,sArasaMgraha,242929.2,sArasaMgrahaniGaRwu,m.,yes
242929,sArasaMgraha,242929.3,sArasaMgrahasaMgraha,m.,yes
242964,sArizWa,242964.1,sArizWatva,n.,yes
243373,sAvakASa,243374.1,sAvakASatva,n.,yes
243430,sAvalepa,243430.1,sAvalepam,ind.,yes
243436,sAvazwamBa,243437.1,sAvazwamBam,ind.,yes
243440,sAvahela,243440.1,sAvahelam,ind.,yes
243516,sASaMsa,243516.1,sASaMsam,ind.,yes
243517,sASaNka,243517.1,sASaNkam,ind.,yes
243537,sASru,243537.1,sASru,ind.,yes
243574,sAsra,243574.1,sAsram,ind.,yes
243671,sAhitya,243673.1,sAhityena,ind.,yes
243715,sAhlAda,243715.1,sAhlAdam,ind.,yes
243920,siMhahanu,243921.1,siMhahanutA,f.,yes
244028,siNgABawwa,244028.1,siNgABawwIya,n.,yes
244364,sidDatva,244367.1,sidDatA,f.,yes
244564,sidDAntacandrikA,244564.1,sidDAntacandrikAKaRqana,n.,yes
244564,sidDAntacandrikA,244564.2,sidDAntacandrikAwIkA,f.,yes
244804,sindUraprakAra,244804.1,sindUraprakArawIkA,f.,yes
244940,simA,244940.1,simAtva,n.,yes
245171,sImAnta,245171.51,sImAntaBUpAla,m.,yes
245267,sutya,245268.1,sutyAha,m.,yes
245271,sutyAkAlIna,245271.1,sutyAkAlInatva,n.,yes
245492,sukfta,245507.1,sukftatas,ind.,yes
245505,sukftakarman,245506.1,sukftakarmakArin,mfn.,yes
245508,sukftadvAdaSI,245508.1,sukftadvAdaSIvrata,n.,yes
245526,sukftin,245529.1,sukftitva,n.,yes
245595,sukzema,245595.1,sukzemakft,mfn.,yes
245693,suKapratibanDin,245693.1,suKapratibanDitA,f.,yes
245695,suKapratyarTin,245695.1,suKapratyarTitA,f.,yes
245759,suKavat,245759.1,suKavattA,f.,yes
245791,suKaSravya,245791.1,suKaSravyatA,f.,yes
245806,suKasaMcAra,245806.1,suKasaMcAratA,f.,yes
245806,suKasaMcAra,245806.2,suKasaMcAratva,n.,yes
245814,suKasalila,245814.1,suKasalilanizeka,m.,yes
245826,suKasevya,245826.1,suKasevyatva,n.,yes
245939,suKita,245940.1,suKitam,ind.,yes
245971,sugata,245973.1,sugatatva,n.,yes
246100.6,suguptaBARqa,246100.61,suguptaBARqatA,f.,yes
246163,suGawa,246163.1,suGawatva,n.,yes
246302,sujanman,246304.1,sujanmAdivrata,n.,yes
246357,sutanu,246365.1,sutanutA,f.,yes
246405,sutArA,246408.1,sutAra,,yes
246419,sutIkzRa,246421.1,sutIkzRam,ind.,yes
246909.1,suDAkara,246909.3,suDAkaratA,f.,yes
246958,suDArasa,246958.1,suDArasatva,n.,yes
246980,suDAsita,246981.1,suDAsitatA,f.,yes
247112,suninada,247112.1,suninadam,ind.,yes
247142,suniScita,247143.1,suniScitam,ind.,yes
247240,sundaratara,247240.1,sundarataram,ind.,yes
247596,supuzpita,247597.1,supuzpite,ind.,yes
247616,supoza,247616.1,supozatA,f.,yes
247638,suprajas,247638.1,suprajastva,n.,yes
247693,supratIka,247694.1,supratIkAnvaya,mfn.,yes
247939,suboDa,247939.1,suboDam,ind.,yes
248004,suBagammanya,248004.1,suBagammanyaBAva,m.,yes
