L_number,resolved_to_ls,terminal_siglum,kind,confidence
235167,W.,W.,meta,crossed-headword
235168,MBh.,MBh.,real,same-cluster
235209,MBh.,MBh.,real,same-cluster
235209,MBh.,MBh.,real,same-cluster
235230,Cat.,Cat.,meta,same-cluster
235248,MW.,MW.,meta,crossed-headword
235264,L.,L.,meta,same-cluster
235330,Bhpr.,Bhpr.,real,same-cluster
235331,Bhpr.,Bhpr.,real,same-cluster
235348,RV.,RV.,real,same-cluster
235362,MBh.,MBh.,real,same-cluster
235376,Divyāv.,Divyāv.,real,same-cluster
235385,W.,W.,meta,same-cluster
235391,MBh.,MBh.,real,same-cluster
235412,R.,R.,real,same-cluster
235416,MBh.,MBh.,real,same-cluster
235425,Āpast.,Āpast.,real,same-cluster
235442,MW.,MW.,meta,same-cluster
235476,Hariv.,Hariv.,real,crossed-headword
235485,W.,W.,meta,same-cluster
235519,MārkP.,MārkP.,real,same-cluster
235537,W.,W.,meta,same-cluster
235567,BhP.,BhP.,real,same-cluster
235568,BhP.,BhP.,real,same-cluster
235595,Car.,Car.,real,crossed-headword
235614,Ṛtus.,Ṛtus.,real,crossed-headword
235617,MW.,MW.,meta,crossed-headword
235625,VarBṛS.,VarBṛS.,real,crossed-headword
235632,Hit.,Hit.,real,crossed-headword
235633,MBh.,MBh.,real,same-cluster
235634,R.,R.,real,crossed-headword
235641,VarBṛS.,VarBṛS.,real,crossed-headword
235642,MBh.,MBh.,real,same-cluster
235656,ChUp.,ChUp.,real,same-cluster
235656,ChUp.,ChUp.,real,same-cluster
235662,MW.,MW.,meta,same-cluster
235677,R.,R.,real,same-cluster
235679,W.,W.,meta,same-cluster
235680,W.,W.,meta,crossed-headword
235681,W.,W.,meta,crossed-headword
235682,W.,W.,meta,crossed-headword
235692,W.,W.,meta,crossed-headword
235705,R.,R.,real,same-cluster
235725,MW.,MW.,meta,same-cluster
235726,MW.,MW.,meta,same-cluster
235732,R.,R.,real,same-cluster
235739,MBh.,MBh.,real,same-cluster
235742,MBh.,MBh.,real,same-cluster
235754,RV.,RV.,real,crossed-headword
235782,MBh.,MBh.,real,same-cluster
235805,RV.,RV.,real,crossed-headword
235807,"RV. iii, 2, 1",RV.,real,same-cluster
235807,"i, 54, 1",i,real,same-cluster
235807,ŚBr.,ŚBr.,real,same-cluster
235863,RV.,RV.,real,same-cluster
235864,RV.,RV.,real,same-cluster
235866,RV.,RV.,real,crossed-headword
235872,TS.,TS.,real,crossed-headword
235873.1,RV.,RV.,real,same-cluster
235876,ŚBr.,ŚBr.,real,same-cluster
235885,MBh.,MBh.,real,same-cluster
235887,MBh.,MBh.,real,same-cluster
235909,"RV. vi, 2, 10.",RV.,real,crossed-headword
235972,R.,R.,real,same-cluster
235979,R.,R.,real,same-cluster
235982,"Pāṇ. v, 4, 53",Pāṇ.,real,same-cluster
235982,54,54,real,same-cluster
236030,"Pāṇ. ii, 3, 41",Pāṇ.,real,crossed-headword
236037,MW.,MW.,meta,same-cluster
236038,MW.,MW.,meta,crossed-headword
236061,L.,L.,meta,crossed-headword
236081,MW.,MW.,meta,same-cluster
236082,MW.,MW.,meta,crossed-headword
236096,MBh.,MBh.,real,same-cluster
236097,MBh.,MBh.,real,same-cluster
236104,R.,R.,real,crossed-headword
236115,AitBr.,AitBr.,real,crossed-headword
236127,MBh.,MBh.,real,same-cluster
236213,Car.,Car.,real,crossed-headword
236265,R.,R.,real,crossed-headword
236267,MW.,MW.,meta,same-cluster
236279,ŚBr.,ŚBr.,real,same-cluster
236279,VarBṛS.,VarBṛS.,real,same-cluster
236281,Suśr.,Suśr.,real,crossed-headword
236293,MW.,MW.,meta,same-cluster
236303,KapS.,KapS.,real,crossed-headword
236305,MBh.,MBh.,real,crossed-headword
236310,R.,R.,real,crossed-headword
236313,"Pāṇ. viii, 4, 36",Pāṇ.,real,same-cluster
236314,MBh.,MBh.,real,same-cluster
236315,MBh.,MBh.,real,same-cluster
236317,MBh.,MBh.,real,same-cluster
236323,MBh.,MBh.,real,crossed-headword
236326,MW.,MW.,meta,same-cluster
236340,MBh.,MBh.,real,crossed-headword
236351,W.,W.,meta,same-cluster
236365,MBh.,MBh.,real,same-cluster
236384,Pat.,Pat.,real,same-cluster
236387,MBh.,MBh.,real,same-cluster
236388,MBh.,MBh.,real,same-cluster
236420,MBh.,MBh.,real,same-cluster
236451,Hariv.,Hariv.,real,same-cluster
236457,MBh.,MBh.,real,same-cluster
236477,Hariv.,Hariv.,real,same-cluster
236481,MBh.,MBh.,real,same-cluster
236485,MBh.,MBh.,real,same-cluster
236504,MBh.,MBh.,real,crossed-headword
236524,MBh.,MBh.,real,same-cluster
236525,MBh.,MBh.,real,same-cluster
236543,MW.,MW.,meta,same-cluster
236575,MW.,MW.,meta,same-cluster
236582,BhP.,BhP.,real,same-cluster
236586,MBh.,MBh.,real,same-cluster
236604,R.,R.,real,same-cluster
236615,MBh.,MBh.,real,same-cluster
236615,MBh.,MBh.,real,same-cluster
236625,MBh.,MBh.,real,same-cluster
236661,R.,R.,real,same-cluster
236674,MBh.,MBh.,real,crossed-headword
236682,MBh.,MBh.,real,same-cluster
236696,MBh.,MBh.,real,crossed-headword
236704,W.,W.,meta,same-cluster
236705,W.,W.,meta,crossed-headword
236706,W.,W.,meta,crossed-headword
236777,MW.,MW.,meta,same-cluster
236812,R.,R.,real,same-cluster
236814,R.,R.,real,same-cluster
236837,RV.,RV.,real,same-cluster
236847,MW.,MW.,meta,same-cluster
236850,MW.,MW.,meta,same-cluster
236854,MW.,MW.,meta,same-cluster
236857,MBh.,MBh.,real,same-cluster
236858,MBh.,MBh.,real,same-cluster
236864,MW.,MW.,meta,same-cluster
236865,MW.,MW.,meta,crossed-headword
236868,MBh.,MBh.,real,same-cluster
236877,MW.,MW.,meta,same-cluster
236880,MW.,MW.,meta,same-cluster
236899,Dharmas. 56,Dharmas.,real,crossed-headword
236902,MBh.,MBh.,real,crossed-headword
236906,Suśr.,Suśr.,real,same-cluster
236944,BhP.,BhP.,real,crossed-headword
236947,MBh.,MBh.,real,same-cluster
236947,MBh.,MBh.,real,same-cluster
236948.15,MBh.,MBh.,real,same-cluster
236948.20,MBh.,MBh.,real,same-cluster
236948.50,W.,W.,meta,same-cluster
236948.55,W.,W.,meta,same-cluster
236948.60,W.,W.,meta,same-cluster
236962,W.,W.,meta,same-cluster
236978,R.,R.,real,crossed-headword
237004.5,VP.,VP.,real,same-cluster
237009,"RV. i, 115, 4",RV.,real,same-cluster
237023,MBh.,MBh.,real,same-cluster
237058,W.,W.,meta,same-cluster
237073,MW.,MW.,meta,crossed-headword
237082,MBh.,MBh.,real,crossed-headword
237083,RV.,RV.,real,same-cluster
237085,Hariv.,Hariv.,real,same-cluster
237095,MBh.,MBh.,real,same-cluster
237113,W.,W.,meta,same-cluster
237115,VP.,VP.,real,same-cluster
237116.1,VP.,VP.,real,crossed-headword
237134,"RV. viii, 12, 16",RV.,real,same-cluster
237140,"v, 4, 2",v,real,same-cluster
237145,MW.,MW.,meta,same-cluster
237167,"RV. i, 48, 16",RV.,real,same-cluster
237172,Kathās.,Kathās.,real,crossed-headword
237196,Kāv.,Kāv.,real,crossed-headword
237214,Mahāvy.,Mahāvy.,real,same-cluster
237215,Divyāv.,Divyāv.,real,same-cluster
237219,L.,L.,meta,crossed-headword
237239,W.,W.,meta,same-cluster
237303,W.,W.,meta,same-cluster
237315,Pur.,Pur.,real,same-cluster
237347,Kāraṇḍ.,Kāraṇḍ.,real,crossed-headword
237381,MW.,MW.,meta,same-cluster
237416,MW.,MW.,meta,crossed-headword
237423,ŚBr.,ŚBr.,real,crossed-headword
237428,MW.,MW.,meta,crossed-headword
237503,R.,R.,real,same-cluster
237536,W.,W.,meta,same-cluster
237537,W.,W.,meta,crossed-headword
237548,Cat.,Cat.,meta,crossed-headword
237551,"Naigh. i, 2",Naigh.,real,same-cluster
237553.10,L.,L.,meta,same-cluster
237553.15,L.,L.,meta,same-cluster
237569,Kāv.,Kāv.,real,crossed-headword
237569.1,Kāv.,Kāv.,real,crossed-headword
237569.2,Kāv.,Kāv.,real,crossed-headword
237570,Kāv.,Kāv.,real,crossed-headword
237572,Cat.,Cat.,meta,crossed-headword
237580,"RV. vii, 95, 2",RV.,real,same-cluster
237591,Cat.,Cat.,meta,same-cluster
237596,Cat.,Cat.,meta,crossed-headword
237597,Cat.,Cat.,meta,crossed-headword
237600,Cat.,Cat.,meta,same-cluster
237715.3,MW.,MW.,meta,crossed-headword
237747,Suśr.,Suśr.,real,crossed-headword
237749.35,AV.,AV.,real,crossed-headword
237758,MW.,MW.,meta,same-cluster
237762,MW.,MW.,meta,crossed-headword
237804,Kathās.,Kathās.,real,same-cluster
237846,RV.,RV.,real,same-cluster
237849,RV.,RV.,real,same-cluster
237854,BhP.,BhP.,real,same-cluster
237924,MBh.,MBh.,real,same-cluster
237944,L.,L.,meta,crossed-headword
237945,L.,L.,meta,crossed-headword
237947,L.,L.,meta,crossed-headword
237948,L.,L.,meta,crossed-headword
237949,L.,L.,meta,crossed-headword
237950,L.,L.,meta,crossed-headword
237988,L.,L.,meta,crossed-headword
238001,MW.,MW.,meta,same-cluster
238020,L.,L.,meta,same-cluster
238025,Bhpr.,Bhpr.,real,same-cluster
238028,L.,L.,meta,same-cluster
238040,W.,W.,meta,same-cluster
238090,"Pāṇ. viii, 3, 101.",Pāṇ.,real,crossed-headword
238092,"Pāṇ. viii, 3, 101.",Pāṇ.,real,crossed-headword
238092,"Pāṇ. viii, 3, 101.",Pāṇ.,real,crossed-headword
238126,MW.,MW.,meta,same-cluster
238144,MBh.,MBh.,real,crossed-headword
238148,MBh.,MBh.,real,crossed-headword
238184,L.,L.,meta,same-cluster
238187,VP.,VP.,real,same-cluster
238189,L.,L.,meta,crossed-headword
238194,MBh.,MBh.,real,same-cluster
238216,Buddh.,Buddh.,real,crossed-headword
238249,Pañcar.,Pañcar.,real,crossed-headword
238254,Sarvad.,Sarvad.,real,same-cluster
238274,L.,L.,meta,same-cluster
238283,Siṃhās.,Siṃhās.,real,crossed-headword
238289,Cat.,Cat.,meta,crossed-headword
238317,Tantras.,Tantras.,real,same-cluster
238326.1,RV.,RV.,real,same-cluster
238340,ŚBr.,ŚBr.,real,crossed-headword
238353,L.,L.,meta,same-cluster
238392,W.,W.,meta,same-cluster
238398.40,Buddh.,Buddh.,real,crossed-headword
238398.45,Buddh.,Buddh.,real,crossed-headword
238398.50,Buddh.,Buddh.,real,crossed-headword
238398.55,Buddh.,Buddh.,real,crossed-headword
238398.70,Buddh.,Buddh.,real,crossed-headword
238423,BhP.,BhP.,real,crossed-headword
238442,Lāṭy.,Lāṭy.,real,same-cluster
238536,MBh.,MBh.,real,crossed-headword
238537,RTL. 82,RTL.,real,crossed-headword
238542,MW.,MW.,meta,same-cluster
238543,MW.,MW.,meta,same-cluster
238626,W.,W.,meta,crossed-headword
238634,L.,L.,meta,same-cluster
238642.2,L.,L.,meta,crossed-headword
238671,Kṛṣṇaj.,Kṛṣṇaj.,real,crossed-headword
238704,MBh.,MBh.,real,crossed-headword
238708,R.,R.,real,crossed-headword
238717,Cat.,Cat.,meta,crossed-headword
238717.1,Cat.,Cat.,meta,crossed-headword
238717.2,Cat.,Cat.,meta,crossed-headword
238720,Gaut.,Gaut.,real,crossed-headword
238751,Col.,Col.,real,same-cluster
238756,MW.,MW.,meta,same-cluster
238757,MW.,MW.,meta,crossed-headword
238779,MW.,MW.,meta,crossed-headword
238793,"Bādar., Sch.",Bādar.,real,same-cluster
238798,MW.,MW.,meta,crossed-headword
238813,Kathās.,Kathās.,real,crossed-headword
238824,Buddh.,Buddh.,real,crossed-headword
238825,Buddh.,Buddh.,real,crossed-headword
238826,Buddh.,Buddh.,real,crossed-headword
238827,Buddh.,Buddh.,real,crossed-headword
238833,W.,W.,meta,crossed-headword
238856,MW.,MW.,meta,same-cluster
238857,MW.,MW.,meta,same-cluster
238874,MBh.,MBh.,real,crossed-headword
238903,W.,W.,meta,same-cluster
238911,W.,W.,meta,same-cluster
238912,W.,W.,meta,crossed-headword
238940,Hcat.,Hcat.,real,crossed-headword
238977.1,BhP.,BhP.,real,same-cluster
238993,Pañcar.,Pañcar.,real,crossed-headword
239001,W.,W.,meta,crossed-headword
239010,Cat.,Cat.,meta,same-cluster
239021,MW.,MW.,meta,same-cluster
239029,Pañcar.,Pañcar.,real,crossed-headword
239060,MBh.,MBh.,real,crossed-headword
239063,MBh.,MBh.,real,crossed-headword
239072,KātyŚr.,KātyŚr.,real,same-cluster
239123,L.,L.,meta,crossed-headword
239132,MW.,MW.,meta,crossed-headword
239136,W.,W.,meta,same-cluster
239180,L.,L.,meta,crossed-headword
239183,MW.,MW.,meta,crossed-headword
239205,Pañcar.,Pañcar.,real,same-cluster
239214,L.,L.,meta,same-cluster
239218,L.,L.,meta,same-cluster
239221,Cat.,Cat.,meta,same-cluster
239233.20,L.,L.,meta,same-cluster
239233.25,L.,L.,meta,same-cluster
239233.40,MBh.,MBh.,real,same-cluster
239268,Suśr.,Suśr.,real,crossed-headword
239273,Suśr.,Suśr.,real,crossed-headword
239274,Suśr.,Suśr.,real,crossed-headword
239279,MW.,MW.,meta,crossed-headword
239305,VarBṛS.,VarBṛS.,real,same-cluster
239312,VarBṛS.,VarBṛS.,real,crossed-headword
239323,VarBṛS.,VarBṛS.,real,crossed-headword
239357,MBh.,MBh.,real,crossed-headword
239423,Rājat.,Rājat.,real,crossed-headword
239431,RV.,RV.,real,same-cluster
239451,Lāṭy.,Lāṭy.,real,crossed-headword
239487,VarBṛS.,VarBṛS.,real,crossed-headword
239512.70,MW.,MW.,meta,crossed-headword
239514,Līl.,Līl.,real,crossed-headword
239527,Jātakam.,Jātakam.,real,same-cluster
239532,Vedāntas.,Vedāntas.,real,same-cluster
239561.1,Bālar.,Bālar.,real,crossed-headword
239581,MW.,MW.,meta,same-cluster
239582,MW.,MW.,meta,same-cluster
239605,GopBr.,GopBr.,real,crossed-headword
239625,L.,L.,meta,same-cluster
239691,ŚBr.,ŚBr.,real,crossed-headword
239693.1,MBh.,MBh.,real,same-cluster
239699,ŚBr.,ŚBr.,real,crossed-headword
239717,MW.,MW.,meta,crossed-headword
239754,MW.,MW.,meta,same-cluster
239785,Kāś.,Kāś.,real,crossed-headword
239787,RV.,RV.,real,same-cluster
239787,RV.,RV.,real,same-cluster
239796,Kathās.,Kathās.,real,crossed-headword
239803,Kathās.,Kathās.,real,crossed-headword
239888,ĀpŚr.,ĀpŚr.,real,crossed-headword
239949,MārkP.,MārkP.,real,crossed-headword
239963,RV.,RV.,real,crossed-headword
239966,"Naigh. iii, 25",Naigh.,real,crossed-headword
239967,RV.,RV.,real,same-cluster
239967,RV.,RV.,real,same-cluster
239967,RV.,RV.,real,same-cluster
239967,MBh.,MBh.,real,same-cluster
239967,R.,R.,real,same-cluster
239994,Padap.,Padap.,real,same-cluster
239997,"RV. viii, 40, 1",RV.,real,same-cluster
240006,RV.,RV.,real,crossed-headword
240016.1,RV.,RV.,real,same-cluster
240023,"Uṇ. ii, 87",Uṇ.,real,same-cluster
240036,Kāraṇḍ.,Kāraṇḍ.,real,same-cluster
240037,Kāraṇḍ.,Kāraṇḍ.,real,same-cluster
240047,Hariv.,Hariv.,real,same-cluster
240055,"Uṇ. ii, 73",Uṇ.,real,same-cluster
240069,W.,W.,meta,same-cluster
240095,RV.,RV.,real,crossed-headword
240101,"Dhātup. xxvi, 20",Dhātup.,real,same-cluster
240101,"Dhātup. xxvi, 20",Dhātup.,real,same-cluster
240125,W.,W.,meta,crossed-headword
240127,W.,W.,meta,crossed-headword
240195,Kathās.,Kathās.,real,same-cluster
240200,MBh.,MBh.,real,crossed-headword
240203,MW.,MW.,meta,crossed-headword
240210.32,Hariv.,Hariv.,real,same-cluster
240210.40,VP.,VP.,real,same-cluster
240216,R.,R.,real,crossed-headword
240222,L.,L.,meta,crossed-headword
240237,KātyŚr.,KātyŚr.,real,crossed-headword
240270,MBh.,MBh.,real,crossed-headword
240307,MBh.,MBh.,real,crossed-headword
240307.1,MBh.,MBh.,real,crossed-headword
240308,MBh.,MBh.,real,crossed-headword
240330,MBh.,MBh.,real,crossed-headword
240427,L.,L.,meta,crossed-headword
240431,KātyŚr.,KātyŚr.,real,same-cluster
240456,Mālatīm.,Mālatīm.,real,crossed-headword
240555.2,MW.,MW.,meta,same-cluster
240602.3,MW.,MW.,meta,same-cluster
240602.4,MW.,MW.,meta,same-cluster
240604.2,AV.,AV.,real,crossed-headword
240608,RV.,RV.,real,crossed-headword
240661,BhP.,BhP.,real,crossed-headword
240708,Bhpr.,Bhpr.,real,same-cluster
240720,MBh.,MBh.,real,crossed-headword
240732,MW.,MW.,meta,crossed-headword
240739,RV.,RV.,real,crossed-headword
240764,MW.,MW.,meta,same-cluster
240765,MW.,MW.,meta,same-cluster
240766,MW.,MW.,meta,same-cluster
240771,Cat.,Cat.,meta,crossed-headword
240836,W.,W.,meta,same-cluster
240854,RV.,RV.,real,same-cluster
240865,L.,L.,meta,same-cluster
240870,Mahāvy.,Mahāvy.,real,crossed-headword
240876,Kālid.,Kālid.,real,same-cluster
240937,MW.,MW.,meta,crossed-headword
240955.1,RV.,RV.,real,same-cluster
240957,ĀrṣBr.,ĀrṣBr.,real,same-cluster
240986,Sarvad.,Sarvad.,real,crossed-headword
240992,Kathās.,Kathās.,real,crossed-headword
241009,L.,L.,meta,same-cluster
241019,Cat.,Cat.,meta,crossed-headword
241043,MW.,MW.,meta,crossed-headword
241044,MW.,MW.,meta,crossed-headword
241092,Cat.,Cat.,meta,same-cluster
241099,MBh.,MBh.,real,crossed-headword
241100,MBh.,MBh.,real,crossed-headword
241102,Kāraṇḍ.,Kāraṇḍ.,real,crossed-headword
241127,Kāraṇḍ.,Kāraṇḍ.,real,same-cluster
241168,Ratnāv.,Ratnāv.,real,crossed-headword
241200,R.,R.,real,crossed-headword
241254,MBh.,MBh.,real,crossed-headword
241306,Hariv.,Hariv.,real,crossed-headword
241329,W.,W.,meta,crossed-headword
241388,Divyāv.,Divyāv.,real,crossed-headword
241404,Sāh.,Sāh.,real,same-cluster
241409,MW.,MW.,meta,same-cluster
241427,Car.,Car.,real,same-cluster
241428,Car.,Car.,real,same-cluster
241440,ŚBr.,ŚBr.,real,crossed-headword
241500,RV.,RV.,real,same-cluster
241500,RV.,RV.,real,same-cluster
241500,RV.,RV.,real,same-cluster
241500,Sarvad.,Sarvad.,real,same-cluster
241554,Pāṇ.,Pāṇ.,real,same-cluster
241555,Pāṇ.,Pāṇ.,real,same-cluster
241579,MW.,MW.,meta,crossed-headword
241579.1,MW.,MW.,meta,crossed-headword
241601,W.,W.,meta,same-cluster
241605,RV.,RV.,real,same-cluster
241624,W.,W.,meta,same-cluster
241649,BhP.,BhP.,real,crossed-headword
241674,MW.,MW.,meta,same-cluster
241675,MW.,MW.,meta,same-cluster
241702,BhP.,BhP.,real,same-cluster
241711,R.,R.,real,crossed-headword
241713,L.,L.,meta,same-cluster
241720,MW.,MW.,meta,same-cluster
241723,Bhartṛ.,Bhartṛ.,real,same-cluster
241739,W.,W.,meta,crossed-headword
241760,W.,W.,meta,same-cluster
241761,W.,W.,meta,same-cluster
241778,W.,W.,meta,crossed-headword
241779,W.,W.,meta,crossed-headword
241787,IW.,IW.,real,same-cluster
241788,IW.,IW.,real,same-cluster
241789,IW.,IW.,real,crossed-headword
241790,IW.,IW.,real,crossed-headword
241791,IW.,IW.,real,crossed-headword
241825,W.,W.,meta,same-cluster
241834,MW.,MW.,meta,same-cluster
241835,MW.,MW.,meta,crossed-headword
241857,W.,W.,meta,same-cluster
241858,W.,W.,meta,same-cluster
241889,Cat.,Cat.,meta,crossed-headword
241929,TPrāt.,TPrāt.,real,same-cluster
241973,Sāh.,Sāh.,real,same-cluster
241973.1,Sāh.,Sāh.,real,crossed-headword
241993,MBh.,MBh.,real,crossed-headword
242015,Śiś.,Śiś.,real,crossed-headword
242024,Car.,Car.,real,crossed-headword
242025,Car.,Car.,real,crossed-headword
242049,MBh.,MBh.,real,same-cluster
242066,KātyŚr.,KātyŚr.,real,crossed-headword
242074,"Mn. ii, 168",Mn.,real,same-cluster
242074,"viii, 198",viii,real,same-cluster
242087,MBh.,MBh.,real,same-cluster
242091,R.,R.,real,same-cluster
242117,Dattakac.,Dattakac.,real,crossed-headword
242226,Pañcat.,Pañcat.,real,crossed-headword
242228,MW.,MW.,meta,crossed-headword
242229,MW.,MW.,meta,crossed-headword
242283,Ragh.,Ragh.,real,same-cluster
242383,R.,R.,real,same-cluster
242384,R.,R.,real,same-cluster
242401,"Pāṇ. iv, 2, 104",Pāṇ.,real,crossed-headword
242411,"Pāṇ. ii, 3, 60",Pāṇ.,real,crossed-headword
242435,GṛŚrS.,GṛŚrS.,real,crossed-headword
242447,MW.,MW.,meta,crossed-headword
242463,"Pāṇ. ii, 1, 55",Pāṇ.,real,same-cluster
242505,Mahāvy.,Mahāvy.,real,crossed-headword
242518,Suśr.,Suśr.,real,same-cluster
242540,MBh.,MBh.,real,same-cluster
242547,MW.,MW.,meta,same-cluster
242561,Pat.,Pat.,real,same-cluster
242573,MW.,MW.,meta,same-cluster
242576,MBh.,MBh.,real,same-cluster
242580,MW.,MW.,meta,same-cluster
242581,MW.,MW.,meta,same-cluster
242585,MBh.,MBh.,real,same-cluster
242595,MBh.,MBh.,real,same-cluster
242610,Cat.,Cat.,meta,same-cluster
242628,MBh.,MBh.,real,same-cluster
242651,Rājat.,Rājat.,real,same-cluster
242674,MW.,MW.,meta,crossed-headword
242688,KātyŚr.,KātyŚr.,real,crossed-headword
242708,L.,L.,meta,crossed-headword
242710,ĀpŚr.,ĀpŚr.,real,crossed-headword
242712,MW.,MW.,meta,crossed-headword
242725.5,KātyŚr.,KātyŚr.,real,crossed-headword
242747,ŚBr.,ŚBr.,real,crossed-headword
242754,ŚāṅkhŚr.,ŚāṅkhŚr.,real,same-cluster
242784,Kathās.,Kathās.,real,same-cluster
242791,Cat.,Cat.,meta,crossed-headword
242823,MW.,MW.,meta,same-cluster
242863,R.,R.,real,same-cluster
242873,Hcat.,Hcat.,real,crossed-headword
242892,W.,W.,meta,same-cluster
242927,Kāv.,Kāv.,real,crossed-headword
242938,"Mn. viii, 126",Mn.,real,crossed-headword
242972.55,Cat.,Cat.,meta,same-cluster
242976,Cat.,Cat.,meta,crossed-headword
243000,MW.,MW.,meta,same-cluster
243038,Nalod.,Nalod.,real,crossed-headword
243044,L.,L.,meta,crossed-headword
243069,Cat.,Cat.,meta,crossed-headword
243098,MBh.,MBh.,real,same-cluster
243137,R.,R.,real,same-cluster
243141,ŚBr.,ŚBr.,real,crossed-headword
243175,MBh.,MBh.,real,crossed-headword
243177,W.,W.,meta,same-cluster
243180,Buddh.,Buddh.,real,same-cluster
243183,Kathās.,Kathās.,real,crossed-headword
243203,MW.,MW.,meta,crossed-headword
243241,Pat.,Pat.,real,crossed-headword
243324,Saṃgīt.,Saṃgīt.,real,crossed-headword
243325,Saṃgīt.,Saṃgīt.,real,crossed-headword
243353,Rājat.,Rājat.,real,crossed-headword
243369,W.,W.,meta,same-cluster
243370,W.,W.,meta,crossed-headword
243393,MW.,MW.,meta,crossed-headword
243407,Ragh.,Ragh.,real,same-cluster
243435,Pañcat.,Pañcat.,real,crossed-headword
243482,Cat.,Cat.,meta,same-cluster
243495,"Mn. x, 20.",Mn.,real,crossed-headword
243511,W.,W.,meta,same-cluster
243548,Hit.,Hit.,real,crossed-headword
243599,Hariv.,Hariv.,real,crossed-headword
243635,W.,W.,meta,same-cluster
243637,Kathās.,Kathās.,real,crossed-headword
243661,MW.,MW.,meta,same-cluster
243667,Daś.,Daś.,real,crossed-headword
243722,RV.,RV.,real,same-cluster
243722,RV.,RV.,real,same-cluster
243722,KaṭhUp.,KaṭhUp.,real,same-cluster
243722,KaṭhUp.,KaṭhUp.,real,same-cluster
243755,Lalit.,Lalit.,real,same-cluster
243759,Buddh.,Buddh.,real,crossed-headword
243783,R.,R.,real,same-cluster
243786,Kathās.,Kathās.,real,same-cluster
243787,Kathās.,Kathās.,real,crossed-headword
243793,Kathās.,Kathās.,real,crossed-headword
243796,Buddh.,Buddh.,real,crossed-headword
243829,L.,L.,meta,crossed-headword
243830,L.,L.,meta,crossed-headword
243857,L.,L.,meta,same-cluster
243878,Buddh.,Buddh.,real,crossed-headword
243890,Kathās.,Kathās.,real,same-cluster
243900,Dharmas. 136,Dharmas.,real,same-cluster
243921,Dharmas. 83,Dharmas.,real,same-cluster
243952,Piṅg.,Piṅg.,real,same-cluster
243983,A.,A.,real,crossed-headword
244002,KātyŚr.,KātyŚr.,real,crossed-headword
244015,Suśr.,Suśr.,real,crossed-headword
244032,Br.,Br.,real,same-cluster
244032,Br.,Br.,real,same-cluster
244054,BhP.,BhP.,real,crossed-headword
244063,VarBṛS.,VarBṛS.,real,same-cluster
244064,VarBṛS.,VarBṛS.,real,same-cluster
244105,L.,L.,meta,crossed-headword
244110,L.,L.,meta,crossed-headword
244110.1,L.,L.,meta,crossed-headword
244115,L.,L.,meta,crossed-headword
244116,L.,L.,meta,crossed-headword
244123,L.,L.,meta,crossed-headword
244124,L.,L.,meta,crossed-headword
244144,L.,L.,meta,same-cluster
244145,L.,L.,meta,same-cluster
244146,L.,L.,meta,same-cluster
244149,L.,L.,meta,crossed-headword
244175,L.,L.,meta,crossed-headword
244181,L.,L.,meta,crossed-headword
244182,L.,L.,meta,crossed-headword
244183,L.,L.,meta,crossed-headword
244184,L.,L.,meta,crossed-headword
244192,L.,L.,meta,crossed-headword
244194,L.,L.,meta,crossed-headword
244198,L.,L.,meta,crossed-headword
244199,L.,L.,meta,crossed-headword
244203,L.,L.,meta,crossed-headword
244206,L.,L.,meta,crossed-headword
244207,L.,L.,meta,crossed-headword
244208,L.,L.,meta,crossed-headword
244209,L.,L.,meta,crossed-headword
244210,L.,L.,meta,crossed-headword
244211,L.,L.,meta,crossed-headword
244220,L.,L.,meta,crossed-headword
244221,L.,L.,meta,crossed-headword
244228,L.,L.,meta,crossed-headword
244231,L.,L.,meta,crossed-headword
244249,L.,L.,meta,same-cluster
244254,L.,L.,meta,crossed-headword
244258,L.,L.,meta,same-cluster
244259,L.,L.,meta,crossed-headword
244268,L.,L.,meta,same-cluster
244269,L.,L.,meta,same-cluster
244272,MW.,MW.,meta,crossed-headword
244273,MW.,MW.,meta,crossed-headword
244279,L.,L.,meta,crossed-headword
244282.1,KāśīKh.,KāśīKh.,real,crossed-headword
244284,L.,L.,meta,same-cluster
244286,MW.,MW.,meta,same-cluster
244287,MW.,MW.,meta,same-cluster
244290,MW.,MW.,meta,crossed-headword
244298,Dhātup.,Dhātup.,real,same-cluster
244298,MBh.,MBh.,real,same-cluster
244298,MBh.,MBh.,real,same-cluster
244298,RV.,RV.,real,same-cluster
244301,Sarvad.,Sarvad.,real,same-cluster
244301,MBh.,MBh.,real,same-cluster
244301,MW.,MW.,meta,same-cluster
244305,R.,R.,real,same-cluster
244314,W.,W.,meta,same-cluster
244323,MBh.,MBh.,real,same-cluster
244325,Kāv.,Kāv.,real,same-cluster
244331,MBh.,MBh.,real,same-cluster
244333,Rājat.,Rājat.,real,same-cluster
244384,BhP.,BhP.,real,crossed-headword
244425,W.,W.,meta,same-cluster
244440,Cat.,Cat.,meta,crossed-headword
244461,W.,W.,meta,same-cluster
244466,W.,W.,meta,same-cluster
244468,MW.,MW.,meta,same-cluster
244509,MBh.,MBh.,real,same-cluster
244535,BhP.,BhP.,real,crossed-headword
244647,MW.,MW.,meta,same-cluster
244659,Yājñ.,Yājñ.,real,same-cluster
244663,W.,W.,meta,same-cluster
244664,W.,W.,meta,same-cluster
244669,W.,W.,meta,same-cluster
