k1_slp1,L_sense_count,dcs_freqBand,dcs_band_label,mw_gloss_snippet
sUryAloka,1,1,hapax(1),"m. sunshine, L."
sUryAvartA,1,2,rare(2-9),"(A), f. Polanisia Icosandra, L."
sUryAvartarasa,1,1,hapax(1),"m. a partic. preparation of copper, L."
sUryatanayA,1,1,hapax(1),"(A), f. ‘daughter of the Sun’, the river Yamunā, L."
sUtarAj,1,2,rare(2-9),"m. quicksilver, L."
sUtatanaya,1,2,rare(2-9),"m. ‘son (i.e. adopted son) of the Sūta (Adhiratha)’, N. of Karṇa, L."
sUtikAgAra,1,2,rare(2-9),"(˚kAg˚), n. a lying-in chamber, L."
sUtikAgfha,1,2,rare(2-9),"n. id., L."
sUtrapuzpa,1,1,hapax(1),"m. ‘having thread-like flowers’, the cotton plant, L."
saBartfkA,1,1,hapax(1),"f. (a woman) whose husband is alive, L."
saDarmiRI,1,1,hapax(1),"(iRI), f. a legal or virtuous wife, L."
sacCAka,1,1,hapax(1),"(s˚ + SAka), n. a leaf of the ginger, L."
sacivAmaya,1,1,hapax(1),"m. a disease to which king's attendants are liable (said to be a kind of ‘jaundice’), L."
sadozaka,1,2,rare(2-9),"mfn. faulty, defective, L."
sahaDarmin,1,2,rare(2-9),"mfn. following the same duties or customs, L."
sahasrakARqA,1,1,hapax(1),"(A), f. white-flowering Dūrvā grass, L."
sahasramUlI,1,1,hapax(1),"(I), f. Anthericum Tuberosum, L."
sahasrapAda,3,2,rare(2-9),"m. ‘th˚-footed’ or ‘th˚-rayed’, the sun, L."
sahasraparvA,1,1,hapax(1),"f. white Dūrvā grass, L."
sajjA,2,1,hapax(1),"(A), f. equipment, armour, mail, L."
sakIla,1,1,hapax(1),m. one who from sexual weakness causes his wife to have intercourse with another man befor
sakfdgarBa,1,1,hapax(1),"m. ‘having only one conception’, a mule, L."
sakfdvIra,1,1,hapax(1),"m. the plant Helminthostachys Laciniata, L."
sakftPalA,1,2,rare(2-9),"f. ‘bearing fruit once’, the tree Musa Sapientum, L."
sakftpraja,2,2,rare(2-9),"m. ‘having offspring once (a year)’, a crow, L."
saktuPalA,1,2,rare(2-9),"f. Prosopis Spicigera or Mimosa Suma, L."
saktuka,1,3,uncommon(10-99),"m. (also written Sak˚) a partic. vegetable poison, L."
sakuruRqa,1,1,hapax(1),"m. yellow Amaranth or Barleria (= sAk˚), L."
sakzata,1,1,hapax(1),"mfn. having a crack or flaw (as a jewel), L."
salilajanman,1,1,hapax(1),"n. ‘w˚-born’, a lotus, L."
samAhfti,2,2,rare(2-9),"f. taking together, collecting (= saMgraha), L."
samAhvA,2,4,common(100-999),"(A), f. a kind of plant (= go-jihvA), L."
samAsArTA,1,1,hapax(1),"(A), f. the part of a stanza given for completion (= sam-asyA), L."
samBarodBava,1,1,hapax(1),"n. ‘produced in S˚’, the above salt, L."
samIrasAra,1,1,hapax(1),"m. Aegle Marmelos, L."
samUhaganDa,1,1,hapax(1),"m. civet, L."
samUhakzAraka,1,1,hapax(1),"m. civet, L."
samUra,1,1,hapax(1),m. a kind of deer (the skin of which may be used as a student's seat &c.; accord. to some 
samaganDaka,1,1,hapax(1),"m. a perfume compounded of similar ingredients, L."
samantadugDA,1,2,rare(2-9),"f. a species of Euphorbia, L."
samarata,1,2,rare(2-9),"m. n. a partic. posture in sexual union, L."
samasupti,1,1,hapax(1),"f. equal or general sleep (= ‘the end of a Kalpa and dissolution of the universe’), L."
samatraya,1,1,hapax(1),"n. an equal quantity of 3 ingredients (viz. yellow myrobalan, dry ginger, and sugar), L."
samazWilA,1,2,rare(2-9),"(A), f. (also ˚WIlA) a kind of culinary herb or cucumber, L."
samazWila,1,1,hapax(1),"m. (cf. 3. azwi, azWi &c.) a kind of shrub, L."
samira,2,1,hapax(1),"m. = sam-Ira, wind, air (see sam-√ Ir), L."
samodaka,2,2,rare(2-9),"mfn. containing the same quantity of water, L."
samprajAna,1,1,hapax(1),"(?) id., L."
samprayuktaka,1,2,rare(2-9),"mfn. co-operative, L."
samuKa,1,3,uncommon(10-99),"mfn. ‘mouthy’, talkative, loquacious, eloquent, L."
samudraPala,1,2,rare(2-9),"n. ‘sea-fruit’, a partic. drug, L."
samudragfha,1,2,rare(2-9),"n. a bath-house, bath-room, L."
samudrakAntA,2,2,rare(2-9),"f. ‘sea-beloved’, a river, L."
samudralavaRa,1,2,rare(2-9),"n. sea-salt, L."
samudravijaya,1,1,hapax(1),"m. N. of the father of the 22nd Arhat of the present Avasarpiṇī, L."
samulleKa,1,1,hapax(1),"m. digging up all round, extermination (= utsAdana), L."
samunna,1,1,hapax(1),"mfn. well moistened or sprinkled, thoroughly wet, L."
sanat,2,2,rare(2-9),"ind. (g. svar-Adi) from of old, always, ever, L."
sannakadru,1,2,rare(2-9),"m. Buchanania Latifolia, L."
sapItaka,1,1,hapax(1),"m. Luffa Foetida or another species, L."
saptASIti,1,1,hapax(1),f. 87 L.
saptASItitama,1,2,rare(2-9),"mfn. the 87th, L."
saptakI,1,1,hapax(1),"(I), f. a woman's girdle, L."
saptamantra,1,1,hapax(1),"m. fire, L."
saraRA,1,2,rare(2-9),"(A), f. a sort of convolvulus, L."
saralANga,1,1,hapax(1),"m. id., L."
saraladrava,1,1,hapax(1),"m. the above resin, L."
saraq,3,1,hapax(1),"m. (prob.) a kind of tree, L."
saratni,1,1,hapax(1),"m. f. (cf. ratni, aratni) a partic. measure (from the elbow to the closed hand), L."
sarinnATa,1,1,hapax(1),"m. ‘river-lord’, the ocean, L."
saritvat,1,1,hapax(1),"mfn. ‘possessed of rivers’, the ocean, L."
sarjaganDA,1,1,hapax(1),"f. the ichneumon plant, L."
sarjaka,3,2,rare(2-9),"m. Terminalia Tomentosa, L."
sarjikAkzAra,1,2,rare(2-9),"m. id., L."
sarjikzAra,1,3,uncommon(10-99),"m. id., L."
saroruh,1,2,rare(2-9),"n. ‘lake-growing’, a lotus, L."
saroruhAsana,1,1,hapax(1),"m. ‘sitting on a l˚’, N. of Brahmā (as having appeared sitting on the lotus which grew fro"
sarpAdanI,1,1,hapax(1),"f. the ichneumon plant, L."
sarpaSaParI,1,1,hapax(1),"f. a kind of sn˚, L."
sarpaganDA,1,2,rare(2-9),"f. the ichneumon plant, L."
sarpamAlA,1,1,hapax(1),"f. a kind of plant, L."
sarpanetrA,1,2,rare(2-9),"f. an ichneumon plant (a bulb), L."
sarpapuzpI,1,1,hapax(1),"f. Tiaridium Indicum, L."
sarpatanu,1,1,hapax(1),"f. a species of Solanum (bfhatI), L."
sarvAnukAriRI,1,1,hapax(1),"f. Desmodium Gangeticum, L."
sarvOGa,3,1,hapax(1),"m. an army complete in all its accoutrements, L."
sarvagranTi,1,1,hapax(1),"the root of long pepper, L."
sarvajanapriyA,1,2,rare(2-9),"(A), f. a kind of medicinal plant (= fdDi), L."
sarvakzAra,1,2,rare(2-9),"m. a kind of alkali, L."
sarvalA,1,1,hapax(1),"f. an iron club or crow, L."
sarvaliNgin,1,1,hapax(1),"m. ‘having all kinds of external marks’, a heretic, L."
sarvatiktA,1,2,rare(2-9),"f. Solanum Indicum, L."
sarvatoBadrikA,1,1,hapax(1),"(ikA), f. Gmelina Arborea, L."
sasyamArin,1,1,hapax(1),"m. ‘corn-destroying’, a kind of rat or large mouse, L."
sasyamaYjarI,1,1,hapax(1),"f. an ear of c˚, L."
satInaka,1,2,rare(2-9),"m. Pisum Arvense, L."
satyetara,1,1,hapax(1),"n. untruth, falsehood, L."
senArakza,1,1,hapax(1),"m. ‘army-protector’, a guard, sentinel, L."
seva,1,1,hapax(1),"n. (either fr. √ sev or siv) g. pacAdi = 1. sevi, an apple, L."
sevyA,3,1,hapax(1),"(A), f. the parasitical plant Vandā, L."
sewu,1,1,hapax(1),"m. a kind of water-melon or cucumber, L."
sfRikA,1,2,rare(2-9),"f. spittle, L."
sfgAlavinnA,1,1,hapax(1),"f. Hemionitis Cordifolia, L."
sfga,1,1,hapax(1),"m. = sfka, an arrow, spear, L."
sfzwipradA,1,1,hapax(1),"f. ‘promoting procreation’, a partic. shrub (= putra-dA), L."
siDya,1,2,rare(2-9),"m. ‘auspicious’, N. of the asterism Puṣya, L."
siNGiRI,1,1,hapax(1),"f. = SiNGiRI, the nose, L."
sidDApagA,1,1,hapax(1),"m. = sidDa-sinDu, L."
sidDAyikA,1,1,hapax(1),f. (prob. for sidDa-dAyikA) N. of one of the 24 goddesses (called Śāsana-devatās) who exec
sidDOzaDika,1,1,hapax(1),"n. a collection of five drugs or medicines (viz. tEla-kanda, suDA-k˚, kroqa-k˚, rudantikA,"
sidDamodaka,1,1,hapax(1),"m. sugar prepared from bamboo-manna, L."
sidDaprayojana,1,1,hapax(1),"m. white mustard, L."
sidDapuzpa,1,1,hapax(1),"m. ‘having perfect flowers’, the Kara-vīra plant, L."
siktA,1,2,rare(2-9),"(A), f. = sikatA, L."
silha,1,1,hapax(1),"m. incense, olibanum, L."
silhaka,1,1,hapax(1),"m. (also written sihlaka) olibanum, L."
sinDulavaRa,1,1,hapax(1),"n. rock-salt, L."
sinDuparRI,1,1,hapax(1),"f. Gmelina Arborea, L."
sinDupuzpa,1,2,rare(2-9),"m. ‘sea-flower’, a conch-shell, L."
sindUrI,4,2,rare(2-9),"(I), f. red cloth or clothes, L."
sindUrapuzpI,1,1,hapax(1),"f. a kind of plant (= vIra-puzpI), L."
sindUrarasa,1,1,hapax(1),"m. a partic. preparation of quicksilver, L."
sinduka,1,2,rare(2-9),"m. (of unknown derivation) = sinduvAra, L."
sirAvftta,1,2,rare(2-9),"n. lead, L."
sitABA,1,1,hapax(1),"(A), f. a kind of shrub, L."
sitAKya,1,1,hapax(1),"n. wh˚ pepper, L."
sitAjAjI,1,1,hapax(1),"f. wh˚ cumin, L."
sitAlarka,1,1,hapax(1),"m. a wh˚ Calotropis, L."
sitArjaka,1,1,hapax(1),"m. wh˚ basil, L."
sitArkaka,1,1,hapax(1),"m. a wh˚-blossomed Calotropis, L."
sitAtraya,1,1,hapax(1),"n. three kinds of white sugar (= tri-sitA), L."
sitAvarI,1,2,rare(2-9),"(I), f. Vernonia Anthelminthica, L."
sitEraRqa,1,2,rare(2-9),"m. the white Ricinus, L."
sitacCada,2,1,hapax(1),"mfn. wh˚-winged, having wh˚ leaves, L."
sitadarBa,1,1,hapax(1),"m. wh˚ Kuśa grass, L."
sitaguYjA,1,2,rare(2-9),"f. a white-blossomed Abrus Precatorius, L."
sitakAca,3,1,hapax(1),"mfn. dark-yellowish white, L."
sitakaRwA,1,1,hapax(1),"f. a white-blossomed Kaṇṭakārī, L."
sitakumBI,1,1,hapax(1),"f. a wh˚ Bignonia, L."
sitalatA,1,1,hapax(1),"f. a kind of plant, L."
sitamarica,1,1,hapax(1),"n. white pepper, L."
sitapAwalikA,1,2,rare(2-9),"f. a wh˚ Bignonia, L."
sitapuNKA,1,1,hapax(1),"f. a kind of plant, L."
sitapuzpI,1,2,rare(2-9),"(I), f. = SvetAparAjitA, L."
sitaraSmi,1,1,hapax(1),"m. ‘wh˚-rayed’, the moon, L."
sitasAyakA,1,1,hapax(1),"f. a kind of plant, L."
sitavarzABU,1,2,rare(2-9),"f. Boerhavia Procumbens, L."
sitodara,1,1,hapax(1),"m. ‘wh˚-bellied’, N. of Kubera, L."
siva,1,1,hapax(1),"m. one who sews or stitches, a sewer, stitcher, L."
skanDaruha,1,1,hapax(1),"m. the Indian fig-tree, L."
skanDataru,1,1,hapax(1),"m. the cocoa-nut tree, L."
smarADivAsa,1,1,hapax(1),"m. ‘love's abode’, the Aśoka tree, L."
smarAmra,1,1,hapax(1),"m. a species of Āmra, L."
smaramandira,1,2,rare(2-9),"n. = -gfha, L."
smaravatI,1,1,hapax(1),"f. a woman in love, L."
smaravfdDi,1,1,hapax(1),"f. ‘love-increase’, N. of a partic. plant (whose seed is an aphrodisiac), L."
snehabIja,1,1,hapax(1),"m. ‘having oily seeds’, Buchanania Latifolia, L."
snehavatI,1,1,hapax(1),"(atI), f. a partic. root similar to ginger, L."
snehavidDa,1,1,hapax(1),"m. ‘impregnated with oil’, Pinus Deodora, L."
snigDA,2,1,hapax(1),"(A), f. marrow (= medA), L."
snigDaPalA,1,1,hapax(1),"f. the ichneumon plant (= nAkulI), L."
snigDadAru,1,2,rare(2-9),"m. Pinus Deodora and Longifolia, L."
snigDadala,1,1,hapax(1),"m. ‘smooth-leaved’, a species of Karañja, L."
snigDaparRI,2,2,rare(2-9),"f. Sanseviera Roxburghiana, L."
snigDapattra,3,1,hapax(1),"m. = -dala, L."
snigDapattraka,1,1,hapax(1),"m. a kind of grass, L."
snigDapiRqItaka,1,1,hapax(1),"m. a kind of Madana tree, L."
snigDataRqula,1,1,hapax(1),"m. a kind of rice of quick growth, L."
somAhvA,1,2,rare(2-9),"f. the Soma plant, L."
somAlaka,1,1,hapax(1),"m. a topaz, L."
somakzIrA,1,2,rare(2-9),"f. = -vallI, L."
somalatikA,1,1,hapax(1),"f. Cocculus Cordifolius, L."
somasinDu,1,1,hapax(1),"m. ‘ocean of S˚’, N. of Viṣṇu, L."
somasutA,1,1,hapax(1),"(A), f. ‘daughter of the M˚’, the river Narmada (Nerbudda), L."
spaSA,1,1,hapax(1),"f. girding a wife (at a sacrifice performed by her husband), L."
sparSaka,1,1,hapax(1),"mfn. touching, feeling, a toucher, L."
sparSalajjA,1,1,hapax(1),"f. ‘shrinking from t˚’, the sensitive plant, Mimosa Pudica, L."
spfSI,1,1,hapax(1),"f. the prickly nightshade, Solanum Jacquini, L."
spfhAlu,1,1,hapax(1),"mfn. = spfhayAlu, L."
spfzwaka,1,2,rare(2-9),"n. a kind of embrace, L."
sragvat,1,1,hapax(1),"mfn. possessed of garlands, wearing a wreath, L."
sravA,1,2,rare(2-9),"(A), f. N. of various plants (= sruvA, maDu-sravA, maDu &c.), L."
sravattoyA,1,1,hapax(1),"f. a kind of shrub (= rudantI), L."
srotanadIBava,1,2,rare(2-9),"n. antimony, L."
srotasvatI,1,1,hapax(1),"(atI), f. a river, L."
srotoYjana,1,3,uncommon(10-99),"n. ‘stream-collyrium’, antimony (esp. as a collyrium for the eyes, said to be produced in "
srotodBava,1,2,rare(2-9),"n. = sroto-ja (under sroto), L."
sruvAvfkza,1,1,hapax(1),"m. the tree Sruvā, L."
sruvadruma,1,1,hapax(1),"m. = -taru, L."
sruvataru,1,1,hapax(1),"m. Flacourtia Sapida, L."
stImita,1,1,hapax(1),"mfn. moist &c., L. (see stimita)."
stabDaroman,1,2,rare(2-9),"m. ‘stiff-haired’, a boar, hog, L."
stanAgra,1,2,rare(2-9),"n. = ˚naSiKA, L."
stanamuKa,1,2,rare(2-9),"m. (?) n. a nipple, L."
stanitaPala,1,1,hapax(1),"m. Asteracantha Longifolia, L."
stoBavat,1,1,hapax(1),"mfn. attended with Stobhas, L."
stomakzAra,1,2,rare(2-9),"m. soap, L."
strIcittahArin,2,1,hapax(1),"mfn. captivating the heart of w˚, L."
strImuKamaDudohala,1,1,hapax(1),"m. drinking or desiring the nectar of a w˚'s mouth, Mimusops Elengi (accord. to some also "
strIpriya,3,1,hapax(1),"mfn. dear to w˚, L."
stutyA,2,2,rare(2-9),"(A), f. a partic. fragrant bark, L."
suBUtika,1,1,hapax(1),"m. Aegle Marmelos, L."
suBaYjana,1,1,hapax(1),"m. a red species of Hyperanthera Moringa, L."
suBikzA,1,2,rare(2-9),"(A), f. Lythrun Fructicosum or Grislea Tomentosa, L."
suDABuj,1,1,hapax(1),"m. ‘feeding on nectar’, a god, deity, L."
suDAhft,1,1,hapax(1),(L.) m. = prec.
suDAsravA,2,1,hapax(1),"f. ‘water-distilling’, the uvula or soft palate, L."
suDUpaka,1,1,hapax(1),"m. the resin of Pinus Longifolia, L."
suDodBavA,1,1,hapax(1),"(A), f. Terminalia Chebula, L."
suKASa,3,1,hapax(1),"m. pleasant food, L."
suKavarcaka,1,1,hapax(1),"n. ‘having a pleasant lustre’, natron, alkali, L."
suKopaDAna,1,2,rare(2-9),"n. = upakaraRa, L."
suKozitA,1,1,hapax(1),"(A), f. Sanseviera Roxburghiana, L."
suSAka,2,2,rare(2-9),"m. ‘good herb’, N. of various plants (Abelmoschus Esculentus; = caYcu; = taRqulIya), L."
suSAkaka,1,1,hapax(1),"n. fresh ginger, L."
suSItA,1,1,hapax(1),"(A), f. a partic. plant (= Sata-pattrI), L."
suSalya,1,1,hapax(1),"m. Mimosa Catechu, L."
suSimbikA,1,1,hapax(1),"f. a kind of plant, L."
suSrIkA,1,1,hapax(1),"f. the incense-tree, L."
sucaritrA,2,1,hapax(1),"f. a virtuous wife, L."
sucarman,2,1,hapax(1),"mfn. having beautiful skin or bark, L."
sucelaka,1,1,hapax(1),"m. a fine garment, L."
sucitrA,1,1,hapax(1),"f. a kind of gourd, L."
sucitrabIjA,1,1,hapax(1),"f. Embelia Ribes, L."
sudIrGA,1,1,hapax(1),"(A), f. a kind of cucumber, L."
sudaRqa,1,2,rare(2-9),"m. the ratan cane (= vetra), L."
sudaRqikA,1,1,hapax(1),"f. the Go-rakṣī plant, L."
sudagDikA,1,1,hapax(1),"f. a kind of plant (= dagDA), L."
sudalA,2,2,rare(2-9),"(A), f. Rosa Glandulifera, L."
sudala,2,1,hapax(1),"m. ‘having good leaves’, Pterospermum Suberifolium, L."
sudarBA,1,1,hapax(1),"f. = ikzu-darBA, L."
sudfQatvacA,1,1,hapax(1),"f. Gmelina Arborea, L."
sugahana,1,1,hapax(1),"mf(A)n. very thick or close or impervious, L."
suganDAQyA,1,2,rare(2-9),"(A), f. Jasminum Sambac, L."
suganDAmalaka,1,1,hapax(1),"m. a kind of mixture of various herbs, L."
suganDimUtrapatana,1,1,hapax(1),"m. a civet cat, L."
suganDitriPalA,1,1,hapax(1),"f. nutmeg, areca nut, and cloves, L."
sugara,1,1,hapax(1),"n. cinnabar, L."
sujIvantI,1,1,hapax(1),"f. Hoya Viridiflora, L."
sukAmA,1,1,hapax(1),"(A), f. Ficus Heterophylla, L."
sukaRwakA,1,1,hapax(1),"f. Aloe Indica, L."
suloha,1,1,hapax(1),"n. a kind of good iron, L."
sulomA,1,2,rare(2-9),"(A), f. N. of two plants (= tAmra-vallI or mAMsa-rohiRI), L."
sulomaSA,1,1,hapax(1),"(A), f. the plant Leea Hirta, L."
sumUlA,2,1,hapax(1),"(A), f. Glycine Debilis, L."
sumUla,1,1,hapax(1),"m. Moringa Pterygosperma, L."
sumUlaka,1,1,hapax(1),"n. Daucus Carota, a carrot, L."
sumadana,1,1,hapax(1),"m. ‘greatly delighting’, the Mango tree, L."
sumanaHPala,2,1,hapax(1),"m. Feronia Elephantum, L."
sumanaHpattrikA,1,2,rare(2-9),f. (L.) the outer skin of a nutmeg
sunAdaka,1,2,rare(2-9),"m. (orig. = prec.) a conch, L."
sunAsikA,1,1,hapax(1),"(A), f. Leea Hirta, L."
supAkinI,1,1,hapax(1),"f. a species of Curcuma, L."
supaTyA,1,1,hapax(1),"f. a sort of spinage, L."
suparvA,1,1,hapax(1),"f. white Dūrvā grass, L."
supattraka,1,1,hapax(1),"m. Moringa Pterygosperma, L."
supralApa,1,2,rare(2-9),"m. good speech, eloquence, L."
suprasarA,1,2,rare(2-9),"v.l. for -prasArA, L."
supraticCanna,1,1,hapax(1),"mfn. completely covered or enveloped (as with a garment), L."
supratipanna,1,1,hapax(1),"mfn. leading a virtuous course of life, well-conducted, L."
supuzpaka,1,1,hapax(1),"m. Acacia Sirissa, L."
surAcArya,1,2,rare(2-9),"m. ‘preceptor of the gods’, N. of Bṛhas-pati, L."
surArhaka,1,1,hapax(1),"m. a kind of fragrant plant, L."
surAzwrajA,1,2,rare(2-9),"f. a sort of fragrant earth, L."
suraBicCada,1,2,rare(2-9),"m. fragrant Jambu, L."
suraBiganDA,1,1,hapax(1),"(A), f. Jasminum Grandiflorum, L."
suraBisravA,1,1,hapax(1),"f. the gum olibanum tree, L."
suraBitriPalA,1,1,hapax(1),"f. nutmeg (and) Areca nut (and) cloves, L."
suraBitvac,1,1,hapax(1),"f. cardamoms, L."
suraNgI,2,2,rare(2-9),"(I), f. Leea Hirta, L."
suraNgaDAtu,1,1,hapax(1),"m. red chalk, L."
suraSrezWA,1,1,hapax(1),"(A), f. a partic. plant, L."
suraYjana,1,1,hapax(1),"m. the betel-nut tree, L."
suradIrGikA,1,2,rare(2-9),"f. the celestial Ganges, L."
surakftA,1,1,hapax(1),"(A), f. Cocculus Cordifolius, L."
suraktaka,2,2,rare(2-9),"m. a kind of Mango tree, Mangifera Sylvatica, L."
suralatA,1,1,hapax(1),"f. a kind of plant, L."
suramfttikA,1,2,rare(2-9),"f. alum-slate, L."
suranAla,1,1,hapax(1),"m. a kind of reed, Arundo Bengalensis, L."
suraparRa,1,2,rare(2-9),"n. a kind of medicinal plant, L."
surasamBavA,1,1,hapax(1),"f. Polanisia Icosandra, L."
surasarzapaka,1,1,hapax(1),"m. a kind of tree, L."
suratuNga,1,1,hapax(1),"m. Elaeocarpus Ganitrus, L."
suravallaBA,1,1,hapax(1),"(A), f. white Dūrvā grass, L."
surezwaka,1,1,hapax(1),"n. the resin of the Vatica Robusta, L."
suruNga,1,1,hapax(1),"m. a kind of tree, Moringa Pterygosperma (cf. su-raNga, p. 1232, col. 1), L."
susmita,1,2,rare(2-9),"mf(A)n. smiling sweetly, L."
sutArakA,1,1,hapax(1),"(A), f. N. of one of the 24 goddesses who execute the commands of the 24 Arhats, L."
sutAtmajA,1,1,hapax(1),"f. a granddaughter, L."
sutElA,1,1,hapax(1),"f. ‘yielding good oil’, the plant Mahā-jyotiṣmatī, L."
sutIkzRaka,1,2,rare(2-9),"m. a kind of tree (= suzkaka), L."
sutaSreRI,1,2,rare(2-9),"f. the plant Salvinia Cucullata, L."
sutajIvaka,1,1,hapax(1),"m. Putrañjīva Roxburghii, L."
sutejA,1,1,hapax(1),"(?) f. Polanisia Icosandra (perhaps -tejas is meant), L."
sutiktA,1,2,rare(2-9),"(A), f. a species of gourd (= koSAtakI), L."
sutikta,2,2,rare(2-9),"mfn. very bitter or pungent, L."
sutiktaka,2,2,rare(2-9),"m. ‘very bitter’, Gentiana Chirayita, L."
suvAsaka,1,1,hapax(1),"m. a water-melon, L."
suvIraja,1,2,rare(2-9),"n. sulphuret of antimony, L."
suvIryA,2,2,rare(2-9),"(A), f. wild cotton, L."
suvallarI,1,1,hapax(1),"f. a partic. creeping plant, L."
suvalli,1,1,hapax(1),"f. Vernonia Anthelminthica, L."
suvallija,1,1,hapax(1),"n. a bulb, L."
suvallikA,2,2,rare(2-9),"f. Vernonia Anthelminthica, L."
suvarRagErika,1,2,rare(2-9),"n. red ochre, L."
suvarRamocA,1,2,rare(2-9),"f. a sort of Musa, L."
suvarRanakulI,1,1,hapax(1),"f. a kind of plant, L."
suvarRaramBA,1,1,hapax(1),"f. a species of Musa, L."
suvarRareKA,1,1,hapax(1),"(A), f. N. of a river, L."
suvasantaka,2,2,rare(2-9),"m. a partic. festival (= prec.), L."
suvayas,1,1,hapax(1),"f. a hermaphrodite, L."
suzeRI,1,2,rare(2-9),"(I), f. Ipomoea or Convolvulus Turpethum, L."
suzeRikA,1,2,rare(2-9),"f. N. of a plant (prob. = prec.), L."
suzirA,2,2,rare(2-9),"(A), f. a partic. fragrant bark, L."
svAduPalA,1,2,rare(2-9),"(A), f. the jujube tree, L."
svAduPala,1,2,rare(2-9),"n. ‘sweet fruit’, the fruit of the jujube, L."
svAdukA,1,1,hapax(1),"f. Tiaridium Indicum, L."
svAdukaRwa,1,2,rare(2-9),"m. ‘sweet-thorn’, Asteracantha Longifolia, L."
svAdukandA,1,2,rare(2-9),"(A), f. Batatas Paniculata, L."
svAdukanda,1,1,hapax(1),"m. ‘having a sweet root’, a kind of arum, L."
svAdulatA,1,1,hapax(1),"f. Batatas Paniculata, L."
svAdumUla,1,1,hapax(1),"n. ‘sweet root’, Daucus Carota, L."
svAdumustA,1,1,hapax(1),"f. a species of water-creeper, L."
svAdupAkA,1,1,hapax(1),"(A), f. Solanum Indicum, L."
svAdupiRqA,1,1,hapax(1),"f. a kind of date tree, L."
svAdvamla,1,1,hapax(1),"m. ‘sweet and sour’, the pomegranate tree, L."
svAyamBuvI,1,1,hapax(1),"(I), f. Ruta Graveolens, L."
svEriRI,1,2,rare(2-9),"(iRI), f. a bat, L."
svaBadrA,1,1,hapax(1),"f. Gmelina Arborea, L. (v.l. suB˚)."
svacCA,1,2,rare(2-9),"(A), f. white Dūrvā grass, L."
svacCaDAtuka,1,2,rare(2-9),"n. an alloy of silver and gold, L."
svacCamaRi,1,1,hapax(1),"m. ‘clear-gem’, crystal, L."
svadana,1,1,hapax(1),"n. the act of tasting, licking, eating, enjoying, L."
svalpANguli,1,1,hapax(1),"f. the little finger, L."
svalpaPalA,1,1,hapax(1),"f. ‘having small-sized fruit’, Andersonia Rohitaka, L."
svanitAhvaya,1,1,hapax(1),"m. a kind of herb (= taRqulIya), L."
svapraDAna,1,1,hapax(1),"mfn. self-dependent, independent, L."
svarBAnava,1,2,rare(2-9),"m. a kind of gem, L."
svarRANga,1,1,hapax(1),"m. ‘g˚-bodied’, Cassia Fistula, L."
svarRAhvA,1,1,hapax(1),"f. a kind of plant, L."
svarRaDAtu,1,1,hapax(1),"m. red ochre, L."
svarRaPalA,1,1,hapax(1),"f. ‘having g˚ fruit’, a kind of Musa, L."
svarRadru,1,2,rare(2-9),"m. Cassia Fistula, L."
svarRadugDA,1,2,rare(2-9),"f. Cleome Felina, L."
svarRajIvantikA,1,2,rare(2-9),"f. Hoya Viridiflora, L."
svarRakAya,1,1,hapax(1),"m. ‘g˚-bodied’, N. of Garuḍa, L."
svarRakaRa,1,1,hapax(1),"m. a kind of bdellium (= kaRa-guggulu), L."
svarRalatA,2,2,rare(2-9),"f. ‘g˚ creeper’, Cardiospermum Halicacabum, L."
svarRamAtf,1,1,hapax(1),"f. a kind of plant, L."
svarRaniBa,1,1,hapax(1),"n. a kind of red chalk, L."
svarRapArevata,1,1,hapax(1),"n. a kind of fruit tree, L."
svarRaparRI,1,1,hapax(1),"f. ‘gold-leaved’, Hoya Viridiflora, L."
svarRapuzpa,3,2,rare(2-9),"m. ‘g˚-flowered’, Cassia Fistula, L."
svarRapuzpikA,1,2,rare(2-9),"f. jasmine, L."
svarRarIti,1,1,hapax(1),"f. gold-like brass, bell metal, L."
svarRayUTI,1,1,hapax(1),"yellow jasmine, L."
svargApagA,1,1,hapax(1),"f. ‘heavenly river’, the Ganges, L."
svargivaDU,1,1,hapax(1),"f. a celestial woman, Apsaras, L."
svayamBuvA,1,1,hapax(1),"f. a kind of shrub, L."
svedamAtf,1,1,hapax(1),"f. chyle, L."
svedanI,1,1,hapax(1),"(I), f. an iron plate or pan, L."
syAdvAdika,1,1,hapax(1),"m. an adherent of the Jaina doctrine, L."
syandanI,2,1,hapax(1),"(I), f. saliva, L."
syonAka,1,2,rare(2-9),"m. Bignonia Indica, L."
tA,1,5,very-common(1000+),"f. Lakṣmī, L."
tAlaparRI,2,2,rare(2-9),"f. id., L."
tAlavfntaka,1,1,hapax(1),"n. a fan, L."
tAmara,2,1,hapax(1),"n. water, L."
tAmrABa,1,1,hapax(1),"n. = ˚mra-dru, L."
tAmraPala,1,2,rare(2-9),"m. ‘red-fruited’, Alangium hexapetalum, L."
tAmrabIja,1,1,hapax(1),"m. ‘red-seeded’, Dolichos uniflorus, L."
tAmradugDI,1,1,hapax(1),"f. N. of a small shrub, L."
tAmragarBa,1,1,hapax(1),"n. sulphate of copper, L."
tAmrakarRI,1,1,hapax(1),"f. ‘red-eared’, N. of the female of the quarter-elephant Añjana or Śeṣa, L."
tAmrapallava,1,2,rare(2-9),"m. ‘red-budded’, Jonesia Aśoka, L."
