k1_slp1,L_sense_count,dcs_freqBand,dcs_band_label,mw_gloss_snippet
kukIla,1,1,hapax(1),"m. ‘a pin or bolt of the earth’, mountain, L."
kukkuradru,1,1,hapax(1),"m. the plant Blumea lacera, L."
kukziranDra,1,1,hapax(1),"m. a kind of reed (Amphidonax Karka), L."
kulISa,1,1,hapax(1),"m. n. (= kuliSa) Indra's thunderbolt, L."
kulaYja,1,2,rare(2-9),"m. the plant Alpinia Galanga, L."
kulaYjana,1,1,hapax(1),"m. id., L."
kulakakarkawI,1,1,hapax(1),"f. a species of gourd, L."
kulavarRA,1,1,hapax(1),"f. a species of the plant Convolvulus with red blossoms (= rakta-trivft), L."
kuli,2,2,rare(2-9),"m. the hand, L."
kuliNgAkzI,1,2,rare(2-9),"f. N. of a plant (= pewikA, kuberAkzI), L."
kuliSANkuSA,1,1,hapax(1),"f. N. of one of the sixteen Vidyā-devīs, L."
kulmAzABizuta,1,1,hapax(1),"n. sour gruel, L."
kumBARqI,1,1,hapax(1),"f. a pumpkin gourd (v.l. for kuzmARqI), L."
kumBIbIja,1,2,rare(2-9),"n. = kumBinI-b˚, q.v., L."
kumBaPalA,1,2,rare(2-9),"f. the plant Cucurbita Pepo, L."
kumBabIjaka,1,1,hapax(1),"m. a kind of Karañja, L."
kumBatumbI,1,2,rare(2-9),"f. a kind of large round gourds, L."
kumBimada,1,1,hapax(1),"m. the juice that exudes from an elephant's temples at certain seasons, L."
kumBinIbIja,1,1,hapax(1),"n. the croton-nut (Croton Jamalgota), L."
kumodaka,1,1,hapax(1),"m. N. of Viṣṇu, L. (cf. kOmodakI.)"
kumpa,1,3,uncommon(10-99),"mfn. crooked-armed, L."
kumuKa,1,1,hapax(1),"m. a hog, L."
kumudabAnDava,1,2,rare(2-9),"m. id., L."
kumudabanDu,1,2,rare(2-9),m. ‘friend of the lotus’ (the white esculent lotus expanding its petals during the night a
kundaka,1,1,hapax(1),"m. the resin of the plant Boswellia thurifera, L."
kundura,1,1,hapax(1),"m. Olibanum, L."
kundurukI,1,2,rare(2-9),"f. Boswellia thurifera, L."
kuntalavarDana,1,2,rare(2-9),"m. the plant Eclipta prostrata, L."
kuntaloSIra,1,1,hapax(1),"n. a perfume, L."
kupARi,1,1,hapax(1),"mfn. having a deformed or maimed hand, L."
kupAka,1,1,hapax(1),"m. ‘not digestive’, Strychnos nux vomica, L."
kuqaNga,1,1,hapax(1),"m. (found in Prākṛt) = kuwaNga (ka), a bower, L."
kurI,1,1,hapax(1),"f. a kind of grass or corn, L."
kurUpya,1,2,rare(2-9),"n. ‘bad silver’, tin, L."
kuraRqa,2,2,rare(2-9),"m. the plant commonly called sAkuruRqa, L."
kuraRqaka,2,2,rare(2-9),"m. yellow amaranth, L."
kuraRwa,2,3,uncommon(10-99),"m. yellow amaranth (pItAmlAna), L."
kurarANGri,1,1,hapax(1),"m. a kind of mustard (= deva-sarzapa), L."
kuravI,1,1,hapax(1),"f. a species of pepper, L."
kurubAhu,1,1,hapax(1),"m. a kind of bird, L."
kuruha,1,1,hapax(1),"m. ‘growing from the earth’, a tree, L."
kurumbA,1,1,hapax(1),"f. the plant Phlomis ceylanica (commonly Droṇa-puṣpī), L."
kururAj,1,1,hapax(1),"m. ‘lord of the Kurus’, N. of Duryodhana, L."
kuruvindaka,1,2,rare(2-9),"m. a wild variety of Dolichos biflorus, L."
kuruwa,1,1,hapax(1),"m. a kind of pot-herb (Marsilea quadrifolia), L. (cf. kuraRwa.)"
kusumADirAj,1,1,hapax(1),"m. id., L."
kusumAYjana,1,2,rare(2-9),"n. the calx of brass (used as a collyrium), L."
kuta,1,2,rare(2-9),"m. N. of one of the eighteen attendants of the sun (identified with the god of the ocean),"
kuvaNga,1,2,rare(2-9),"n. (= vaNga) lead, L."
kuvajraka,1,2,rare(2-9),"m. a stone resembling a diamond, L."
kuvalayinI,1,1,hapax(1),"f. an assemblage of water-lilies, place abounding with them, L."
kuwAmoda,1,1,hapax(1),"m. civet, L."
kuwajIva,1,1,hapax(1),"m. the plant Putraṃjīva Roxburghii, L."
kuwira,1,2,rare(2-9),"n. (= kuwIra) a hut, L."
kuwwAra,4,1,hapax(1),"m. a mountain, L."
kuzWAri,5,2,rare(2-9),"m. ‘enemy of leprosy’, sulphur, L."
kuzWahantf,1,1,hapax(1),"m. ‘removing leprosy’, a kind of bulbous plant, L."
kuzWahantrI,1,1,hapax(1),"f. = -nASinI, L."
kuzWahft,1,1,hapax(1),"m. = -kaRwaka, L."
kuzWaketu,1,1,hapax(1),"m. N. of a shrub akin to the Cassia auriculata, L."
kuzWanASana,3,2,rare(2-9),"m. ‘curing leprosy’, the root of Dioscorea, L."
kuzWanASinI,2,2,rare(2-9),"f. ‘curing leprosy’, the plant Vernonia anthelminthica, L."
kuzWasUdana,1,1,hapax(1),"m. ‘subduing leprosy’, the Cassia tree (Cassia or Cathartocarpus Fistula), L."
kvaRa,2,2,rare(2-9),"m. the sound or tone of any musical instrument, L."
kvaRana,2,1,hapax(1),"n. sounding, sound of any musical instrument, L."
kzAraRA,1,1,hapax(1),"f. accusing of adultery (cf. A-kzArRA), L."
kzAraSrezWa,3,2,rare(2-9),"m. id., L."
kzAradalA,1,1,hapax(1),"f. a variety of Chenopodium, L."
kzAramelaka,1,2,rare(2-9),"m. N. of an alkaline substance, L."
kzArapUrvadaSaka,1,1,hapax(1),"n. a decade of acrid substances, L."
kzAratraya,1,3,uncommon(10-99),"n. ‘a triad of acrid substances’, natron, saltpetre, and borax, L."
kzAravfkza,1,2,rare(2-9),"m. = -dru, L."
kzArikA,1,1,hapax(1),"f. hunger, L."
kzEreyI,1,1,hapax(1),"f. a dish prepared with milk, L."
kzIrA,1,2,rare(2-9),"(A), f. N. of a plant (= kakolI), L."
kzIrAbDitanayA,1,1,hapax(1),"f. = -jA, L."
kzIrAvI,1,1,hapax(1),"f. a variety of Asclepias, L."
kzIraSIrza,1,2,rare(2-9),"m. the resin of Pinus longifolia, L."
kzIraSukla,2,2,rare(2-9),"m. Trapa bispinosa, L."
kzIradala,1,1,hapax(1),"m. = -cCada, L."
kzIradruma,1,2,rare(2-9),"m. the holy fig-tree, L."
kzIraja,1,1,hapax(1),"n. coagulated milk, L."
kzIrakARqaka,2,2,rare(2-9),"m. = -dAru, q.v., L."
kzIrakAzWA,1,1,hapax(1),"f. ‘(a plant) the wood of which yields a milky juice’, variety of the fig-tree, L."
kzIraka,1,2,rare(2-9),"m. N. of a fragrant plant, L."
kzIrakaYcukin,1,2,rare(2-9),"m. (= kzIrISa, q.v.) Lipeocercis serrata, L."
kzIrakanda,1,3,uncommon(10-99),"m. Batatus paniculata, L."
kzIralatA,1,1,hapax(1),"f. = -kanda, L."
kzIramaDurA,1,2,rare(2-9),"f. = kAkolI, L."
kzIraparRin,1,2,rare(2-9),"m. = -cCada, L."
kzIratumbI,1,1,hapax(1),"f. the bottle-gourd, L."
kzIravallI,1,2,rare(2-9),"f. = -kanda, L."
kzIravidArI,1,2,rare(2-9),"f. id., L."
kzIravidArikA,1,2,rare(2-9),"f. = -kanda, L."
kzIravizARikA,2,2,rare(2-9),"f. = -SfNgI, L."
kzIrayava,1,1,hapax(1),"m. dolomite, L."
kzOdraDAtu,1,1,hapax(1),"m. a kind of mineral substance (= mAkzika), L."
kzOdraSarkarA,1,2,rare(2-9),"f. = -jA, L."
kzOdrajA,1,1,hapax(1),"f. honey-sugar, L."
kzOdrapriya,1,1,hapax(1),"m. N. of a tree (species of Bassia), L."
kzOdreya,1,1,hapax(1),"n. (fr. kzudrA), wax, L."
kzOmaka,1,1,hapax(1),"m. (cf. kzom˚) a kind of perfume, L."
kzaRapraBA,1,1,hapax(1),"f. = -dyuti, L."
kzaRikA,1,1,hapax(1),"f. lightning, L."
kzarin,1,1,hapax(1),"m. ‘flowing, dropping, trickling’, the rainy season, L."
kzatrin,1,1,hapax(1),"m. a man of the second caste, L."
kzatriyavarA,1,2,rare(2-9),"f. a wild variety of Cucumis, L."
kzetrAjIva,2,1,hapax(1),"mfn. living by agriculture, L."
kzetracirBiwA,1,1,hapax(1),"f. a kind of gourd, L."
kzetradUtI,1,2,rare(2-9),"f. id., L."
kzetrajA,1,2,rare(2-9),"f. N. of several plants (= SvetakaRwakArI, SaSARqulI, go-mUtrikA, SilpikA, caRikA), L."
kzetrakarkawI,1,1,hapax(1),"f. a kind of gourd, L."
kzetraruhA,1,1,hapax(1),"f. a kind of gourd, L."
kzetrasamBUta,1,1,hapax(1),"m. ‘growing on the fields’, a kind of grass, L."
kzetrasamBavA,1,1,hapax(1),"f. a kind of gourd (= SaSARqulI), L."
kzetrekzu,1,1,hapax(1),"m. Andropogon bicolor (= yAvanAla), L."
kzetriRI,1,2,rare(2-9),"f. Rubia Munjista, L."
kzitibadarI,1,1,hapax(1),"f. N. of a plant (= BU-b˚), L."
kzitijantu,1,2,rare(2-9),"m. a kind of snail or earth-worm (= BU-nAga), L."
kzitikzama,1,1,hapax(1),"m. the tree Acacia Catechu, L."
kzitinAga,1,2,rare(2-9),"m. (= -jantu) a kind of snail or earth-worm, L."
kzuDABijanana,1,1,hapax(1),"(˚DAB˚), for kzutAB˚ (q.v.), L."
kzuDAkuSala,1,1,hapax(1),"m. N. of a tree, L."
kzudrAgnimanTa,1,1,hapax(1),"m. Premna spinosa (used for kindling fire), L."
kzudrAmalaka,1,2,rare(2-9),"n. Myrobalan, L."
kzudrAmlA,2,1,hapax(1),"f. wood-sorrel, L."
kzudrAmlapanasa,1,1,hapax(1),"m. = kzudra-panasa, L."
kzudrAmlikA,1,2,rare(2-9),"f. = kzudra-pattrA, L."
kzudrAmra,1,2,rare(2-9),"m. Mangifera sylvatica (koSAmra), L."
kzudrApAmArgaka,1,1,hapax(1),"m. Desmochaeta atropurpurea (= raktAp˚, a biennial plant), L."
kzudraDAtrI,1,1,hapax(1),"f. N. of a plant (= karkawa), L."
kzudraGolI,1,1,hapax(1),"f. N. of a small shrub (= civillikA), L."
kzudraPalA,1,2,rare(2-9),"f. ‘having small fruits’, N. of several plants (Ardisia solanacea, Solanum Jacquini, &c.),"
kzudraSArdUla,1,1,hapax(1),"m. ‘a small tiger’, leopard, L."
kzudraSaNKa,1,2,rare(2-9),"m. a small conch shell, L."
kzudraSaRapuzpikA,1,1,hapax(1),"f. a variety of Crotolaria, L."
kzudraSarkarikA,1,1,hapax(1),"f. id., L."
kzudraSukti,1,1,hapax(1),"f. a bivalve shell (= jala-S˚), L."
kzudraSuktikA,1,1,hapax(1),"f. id., L."
kzudracandana,1,2,rare(2-9),"n. red sandal-wood, L."
kzudraduHsparSA,1,1,hapax(1),"f. = -kaRwArI, L."
kzudrajAtIPala,1,1,hapax(1),"n. a kind of Myrobalan, L."
kzudrajIvA,1,1,hapax(1),"f. N. of a plant (= jIvantI), L."
kzudrakAralikA,1,1,hapax(1),"f. a kind of Cucurbitaceous plant, L."
kzudrakaRwArikA,1,1,hapax(1),"f. = ˚wakArI, L."
kzudrakaRwikA,1,1,hapax(1),"f. = ˚wakI, L."
kzudrakuliSa,1,2,rare(2-9),"m. a precious stone, L."
kzudrakzura,1,1,hapax(1),"m. a variety of Asteracantha longifolia, L."
kzudramustA,1,2,rare(2-9),"f. the root of Scirpus Kysoor, L."
kzudrapAzARaBedA,1,2,rare(2-9),"f. N. of a plant (= catuHpattrI, pArvatI, nagna-BU, &c.), L."
kzudraparRa,1,1,hapax(1),"m. = -tulasI, L."
kzudrapattrA,1,1,hapax(1),"f. ‘having small leaves’, Oxalis pusilla, L."
kzudrapotikA,1,1,hapax(1),"f. N. of a pot-herb (a variety of Basella), L."
kzudrarasA,1,1,hapax(1),"f. the plant Pongamia glabra, L."
kzudrasPowa,1,1,hapax(1),"m. a pustule, L."
kzudrasuvarRa,1,2,rare(2-9),"n. bad gold, prince's metal, L."
kzudratulasI,1,1,hapax(1),"f. a variety of Ocimum, L."
kzudravArtAkinI,1,1,hapax(1),"f. = -kaRwakI, L."
kzudravAstukI,1,1,hapax(1),"f. a variety of Chenopodium, L."
kzudravallI,1,1,hapax(1),"f. = -potikA, L. (v.l.)"
kzudravarvaRA,1,1,hapax(1),"f. = -daMSikA, L."
kzudreNgudI,1,1,hapax(1),"f. Alhagi Maurorum, L."
kzudrervAru,1,2,rare(2-9),"m. a species of gourd, L."
kzudrikA,2,2,rare(2-9),"f. a kind of gad-fly, L."
kzudrolUka,1,1,hapax(1),"m. a kind of small owl, L."
kzudvat,1,3,uncommon(10-99),"mfn. hungry, L."
kzurANga,1,1,hapax(1),"m. Trilobus lanuginosus, L."
kzurI,1,1,hapax(1),"(I), f. a knife, dagger (cf. CurI), L."
kzurapattra,1,1,hapax(1),"n. Saccharum Sara (Sara), L."
kzurapattrikA,1,1,hapax(1),"f. N. of a pot-herb (Beta bengalensis), L."
kzurikApattra,1,1,hapax(1),"m. = kzura-p˚, L."
kzutABijanana,1,1,hapax(1),"m. ‘causing a sneeze’, black mustard, L."
kzutaka,1,1,hapax(1),"m. black mustard, L."
kzveqA,3,2,rare(2-9),"f. ‘the roaring of a lion’ or ‘battle-cry’, L."
lANgUlI,1,2,rare(2-9),"f. Uraria Lagopodioides, L."
lANgalapadDati,1,1,hapax(1),"f. ‘pl˚-path’, a furrow, L."
lANgalikI,1,2,rare(2-9),"f. Methonica Superba, L. (ikA f. See under laNgalaka)."
lANgalinI,1,1,hapax(1),"f. Methonica Superba, L."
lAkzAprasAdana,1,2,rare(2-9),n. the red Lodh tree (an astringent infusion prepared from its bark is used to fix colour 
lAkzAvfkza,2,2,rare(2-9),"m. Butea Frondosa, L."
lAntakaja,1,1,hapax(1),"m. pl. (with Jainas) N. of a class of deities, L."
lENgI,1,1,hapax(1),"f. a species of plant, L."
lOhA,1,2,rare(2-9),"f. a metal or iron cooking-pot, kettle, pan, L."
lUman,1,1,hapax(1),"n. = lUma, L."
lUtAri,1,1,hapax(1),"(lUtAri) m. ‘spider-enemy’, a kind of shrub, L."
lUtikA,1,1,hapax(1),"f. a spider, L."
laGuBUtadruma,1,1,hapax(1),"m. Cordia Myxa, L."
laGuSIta,1,1,hapax(1),"m. Cordia Myxa, L."
laGubadara,1,2,rare(2-9),"m. or f(I). a kind of jujube tree, L."
laGubrAhmI,1,1,hapax(1),"f. a kind of Rue, L."
laGucCadA,1,1,hapax(1),"f. a kind of asparagus, L."
laGucirBiwA,1,1,hapax(1),"f. colocynth, L."
laGudrAkzA,1,1,hapax(1),"f. a small stoneless grape, L."
laGugoDUma,1,1,hapax(1),"m. a small kind of wheat, L."
laGuhemadugDA,1,1,hapax(1),"f. Ficus Oppositifolia, L."
laGukASmarya,1,1,hapax(1),"m. a kind of tree (= kawPala), L."
laGulaya,1,1,hapax(1),"n. the root of Andropogon Muricatus, L."
laGumanTa,1,1,hapax(1),"m. Premna Spinosa, L."
laGupaYcamUla,1,2,rare(2-9),"n. a compound of five different roots, L."
laGuparRI,1,2,rare(2-9),"f. a species of plant, L."
laGuparRikA,1,2,rare(2-9),"f. Asparagus Racemosus, L."
laGupattrI,1,1,hapax(1),"f. the small Pippala tree, L."
laGupattraPalA,1,1,hapax(1),"f. Ficus Oppositifolia, L."
laGupuzpa,1,1,hapax(1),"m. a kind of Kadamba, L."
laNgana,1,1,hapax(1),"n. leaping across, L. (cf. laNGana)."
lagnaka,1,2,rare(2-9),"m. a (fixed) surety, bondsman, bail, L."
lajjakA,1,1,hapax(1),"f. the wild cotton tree, Gossypium, L."
lajjarI,1,1,hapax(1),"f. a white sensitive plant, L."
lakzmIPala,1,2,rare(2-9),"m. Aegle Marmelos, L."
lakzmISrezWA,1,1,hapax(1),"f. Hibiscus Mutabilis, L."
lakzmIvezwa,1,1,hapax(1),"m. the resin of Pinus Longifolia, L."
lalAmaka,1,1,hapax(1),"n. a chaplet or wreath of flowers worn on the forehead, L."
lalanApriya,3,2,rare(2-9),"mfn. dear to women, L."
lambabIjA,1,1,hapax(1),"f. a kind of pepper, L."
lambadantA,1,1,hapax(1),"f. a kind of pepper, L."
lasikA,2,2,rare(2-9),"f. spittle, saliva, L."
lastaka,1,1,hapax(1),"m. the middle of a bow (the part grasped), L."
latANgI,1,1,hapax(1),"(˚tAN˚) f. a kind of gall-nut, L."
latANkura,1,1,hapax(1),"(˚tAN˚) m. the marshy date palm, L."
latAkaraYja,1,2,rare(2-9),"m. Guilandina Bonduc, L."
latAmaRi,1,2,rare(2-9),"m. ‘cr˚-jewel’, coral, L."
latAnta,1,1,hapax(1),"n. (˚tAn˚) ‘end of a creeper’, a flower, L."
latArka,1,1,hapax(1),"(˚tAr˚) m. a green onion, L."
latAtaru,1,2,rare(2-9),"m. N. of various trees (Shorea Robusta; Borassus Flabelliformis; the orange tree), L."
lavaRAbDija,1,2,rare(2-9),"n. ‘sea-born’ sea-salt, L."
lavaRAsuraja,1,1,hapax(1),"n. a kind of salt, L."
lavaRakzAra,2,2,rare(2-9),"m. a kind of salt, L."
lavaRatfRa,1,1,hapax(1),"n. a kind of grass, L."
lavaRotTa,1,2,rare(2-9),"n. a kind of salt, L."
lavaRotkawa,1,1,hapax(1),"mfn. oversalted food, L."
leKArha,1,1,hapax(1),"m. ‘fit for writing’, a kind of palm-tree (the leaves of which are used for writing on), L"
leKarzaBa,1,2,rare(2-9),"(for -fz˚) m. ‘best of gods’, N. of Indra, L."
lelihAnA,1,2,rare(2-9),"f. a partic. Mudra or position of the fingers, L."
liNgajA,1,1,hapax(1),"f. a kind of plant, L."
liNgasamBUtA,1,2,rare(2-9),"f. N. of a plant, L."
lipikA,1,1,hapax(1),"f. lipi, a writing, written paper &c., L."
lipikAra,1,1,hapax(1),"m. a writer, scribe, copyist, L."
loBanI,1,1,hapax(1),"f. a kind of Sphaeranthus, L."
loBya,2,1,hapax(1),"mfn. = loBanIya, L."
loDrapuzpa,1,2,rare(2-9),"m. Bassia Latifolia, L."
loRA,1,1,hapax(1),"f. = loRAmlA, L."
loRAmlA,1,1,hapax(1),"f. Oxalis Pusilla, L."
loRAra,1,2,rare(2-9),"m. a kind of salt, L."
loRatfRa,1,1,hapax(1),"n. a species of grass, L."
loRikA,2,2,rare(2-9),"f. Ponulacca Olerscea, L."
locanI,1,1,hapax(1),"f. a species of plant, L."
locanahitA,2,2,rare(2-9),"f. a kind of medicinal preparation, L."
lohABihAra,1,2,rare(2-9),"m. = nIrAjana, q.v., L."
lohABisAra,2,1,hapax(1),"m. N. of a military ceremony performed on the 10th day after the Nīrājana, L."
lohaSudDikara,1,2,rare(2-9),"m. borax, L."
lohadrAvin,2,2,rare(2-9),"mfn. melting copper or iron, fusing metal, L."
lohakAnta,1,1,hapax(1),"magnetic iron, L."
lohamAraka,2,2,rare(2-9),"mfn. calcining metal, L."
lohamala,1,1,hapax(1),"n. rust of i˚, L."
lohi,1,1,hapax(1),"n. a kind of borax, L."
lohitAlu,1,2,rare(2-9),"m. a red-coloured sweet potato, L."
lohitapuzpI,1,1,hapax(1),"(I), f. Echinops Echinatus, L."
lohitatva,1,1,hapax(1),"n. redness, red colour, L."
lohitekzu,1,2,rare(2-9),"m. r˚ sugarcane, L."
lokabindusAra,1,1,hapax(1),"n. N. of the last of the 14 Pūrvas or most ancient Jaina writings, L."
lokakAntA,1,1,hapax(1),"(A), f. a kind of medicinal herb, L."
lolamba,1,1,hapax(1),"m. a large black bee, L. (cf. rolamba)."
lomaPala,1,1,hapax(1),"n. the fruit of Dillenia Indica, L."
lomaSamArjAra,1,1,hapax(1),"m. the civet cat, L."
lomaSapattrikA,1,2,rare(2-9),"f. a species of gourd, L."
lomaSapuzpaka,1,1,hapax(1),"m. Acacia Sirissa, L."
lomakaraRI,1,1,hapax(1),"f. a species of plant, L."
lozwu,1,1,hapax(1),"m. a clod, L."
luNga,1,3,uncommon(10-99),"= mAtuluNga, a citron, L."
mABIda,1,1,hapax(1),"m. n. species of Rudrākṣa with one berry, L."
mADavadruma,1,1,hapax(1),"m. Spondias Mangifera, L."
mADavezwA,2,2,rare(2-9),"f. a species of tuberous plant, L."
mADavocita,1,2,rare(2-9),"n. a kind of perfume, L."
mADavodBava,1,1,hapax(1),"m. a species of tree, L."
mADukarI,2,2,rare(2-9),"f. collecting alms after the manner of a bee (i.e. by going from door to door), L."
mADvIkA,1,2,rare(2-9),"f. Dolichos Sinensis, L."
mADvIkaPala,1,1,hapax(1),"m. a species of cocoa-nut tree, L."
mAGamA,1,1,hapax(1),"f. a female crab (= karkawI), L."
mAGavatI,1,1,hapax(1),"f. (scil. diS) the east, L."
mAGya,1,2,rare(2-9),"n. the flower of Jasminum Multiflorum or Pubescens, L."
mARa,1,2,rare(2-9),"m. a species of plant (= mARaka), L."
mARaka,2,2,rare(2-9),"m. Arum Indicum, L."
mAdanI,1,1,hapax(1),"(I), f. N. of two plants (= mAkandI and vijayA), L."
mAheyI,1,2,rare(2-9),"f. a cow, L."
mAkzIkaSarkarA,1,2,rare(2-9),"f. candied sugar, L."
mAkzikASraya,1,1,hapax(1),"m. beeswax, L. (prob. w.r. for makzik˚)."
mAkzikaDAtu,1,2,rare(2-9),"m. pyrites, L. (also ˚kaH DAtuH)."
mAkzikaPala,1,1,hapax(1),"m. a species of cocoa-nut, L."
mAkzikaja,1,1,hapax(1),"n. ‘honey-born’, beeswax, L."
mAlAdUrvA,1,1,hapax(1),"f. a species of Dūrvā grass, L."
mAlAgranTi,1,1,hapax(1),"m. = -dUvA, L."
mAlAkanda,1,2,rare(2-9),"m. a species of bulbous plant, L."
mAlAlikA,1,1,hapax(1),"(mAlAl˚), f. Trigonella Corniculata, L."
mAlAtfRa,1,1,hapax(1),"m. Andropogon Schoenanthus, L."
mAlUka,1,1,hapax(1),"m. Ocimum Sanctum, L."
mAlatIpattrikA,1,2,rare(2-9),"f. the outer shell of a nutmeg, L."
mAlyA,1,1,hapax(1),"f. Trigonella Corniculata, L."
mAlyapuzpa,1,1,hapax(1),"m. Cannabis Sativa or Crotolaria Juncea, L."
mAlyapuzpikA,1,1,hapax(1),"f. a species of plant (= SaRa-puzpI), L."
mAnasAlaya,1,1,hapax(1),"m. ‘dwelling on lake Mānasa’, a wild goose or swan, L."
mArajit,1,1,hapax(1),"m. ‘conqueror of Māra’, N. of Buddha, L."
mArgadeSika,1,1,hapax(1),"m. = -darSaka, q.v., L."
mArgaka,1,1,hapax(1),"m. the month Mārgaśīrṣa, L. (cf. prati-m˚)."
mAri,4,1,hapax(1),"f. death, pestilence, L. (also = mAraka mn.)"
mArjAla,1,2,rare(2-9),"m. = mArjAra, a cat, L."
mArjArakarRikA,1,1,hapax(1),"f. ‘cat-eared’, N. of Cāmuṇḍā, L."
mArka,1,2,rare(2-9),"m. = mArkava, L."
mArkaRqIya,1,1,hapax(1),"n. a species of shrub, L."
mArkava,1,3,uncommon(10-99),"m. Eclipta Prostrata, L. (w.r. mArkara)."
mArutApaha,1,2,rare(2-9),"m. ‘expelling the wind (of the body)’, Capparis Trifoliata, L."
mAsopavAsinI,1,2,rare(2-9),"f. a lascivious woman, procuress, L."
mAtfmAtf,1,1,hapax(1),"f. ‘m˚ m˚’, N. of Pārvati, L."
mAtfnandin,1,1,hapax(1),"m. a species of Karañja, L."
mAtfvAhinI,1,1,hapax(1),"f. ‘m˚-carrying’ a bat, L."
mAtulAhi,1,1,hapax(1),"m. a kind of snake, L."
mAtulI,2,1,hapax(1),"f. id., L."
mAtuluNgaka,1,2,rare(2-9),"m. = mAtuluNga, L."
mAtuluNgikA,1,1,hapax(1),"f. the wild citron tree, L."
mAyAPala,1,2,rare(2-9),"n. a gall-nut, L."
mAyAdevIsuta,1,1,hapax(1),"m. ‘son of Māyādevī’, N. of Gautama Buddha, L."
mAyAkAra,1,2,rare(2-9),"m. ‘illusion-maker’, a conjurer, juggler, L."
mAyiPala,1,1,hapax(1),"n. a gall-nut, L."
mAzAda,1,1,hapax(1),"m. ‘b˚-eater’, a tortoise, L."
mErAla,1,1,hapax(1),"m. N. of a mythical being, L."
mInaGAtin,2,1,hapax(1),"m. ‘fish-killer’, a fisherman, L."
mInaketana,1,2,rare(2-9),"m. ‘fish-bannered’, the God of love, L."
mInanetrA,1,1,hapax(1),"f. a species of grass, L."
mOYjIpattrA,1,1,hapax(1),"f. Eleusine Indica, L."
mOYjItfRAKya,1,1,hapax(1),"m. Muñja-grass, L."
mOktikaSukti,1,1,hapax(1),"f. a pearl oyster, L."
mOktikaprasavA,1,2,rare(2-9),"f. a pearl muscle, L. (cf. muktA-prasU)."
mOktikataRqula,1,1,hapax(1),"m. a kind of white Yāvanāla, L."
mUlAhva,1,1,hapax(1),"n. a radish, L."
mUlaPalada,1,1,hapax(1),"m. the Jaka or bread fruit tree, L."
mUlagranTi,1,1,hapax(1),"f. a species of Dūrvā grass, L."
mUlakArikA,1,2,rare(2-9),"f. a fireplace, furnace, L."
mUlakaparRI,1,1,hapax(1),"f. Moringa Pterygosperma, L."
mUlanagara,1,1,hapax(1),"n. the old part of a town (opp. to the suburbs), L."
mUlapotI,1,2,rare(2-9),"f. a species of plant, L."
mUlapuzkara,1,1,hapax(1),"n. the root of Costus Speciosus or Arabicus, L."
mUtraPalA,1,2,rare(2-9),"f. Cucumis Utilissimus or another species of cucumber, L."
mUtralA,2,2,rare(2-9),"f. Cucumis Utilissimus, L."
mUzakArAti,1,1,hapax(1),"m. ‘mouse's foe’, a cat, L. (cf. muzikArAti)."
mUzikaparRI,1,2,rare(2-9),"f. Salvinia Cucullata, L."
maDUlI,6,2,rare(2-9),"f. a kind of grain, L."
maDUla,4,2,rare(2-9),"m. a kind of Bassia, L."
maDUtTita,1,1,hapax(1),"n. ‘produced from honey’, wax, L."
maDUzita,1,1,hapax(1),"n. wax, L."
maDuDAtu,1,2,rare(2-9),"m. pyrites, L."
maDuPalA,2,2,rare(2-9),"f. water-melon, L."
maDuPala,2,2,rare(2-9),"m. a kind of cocoa-nut tree, L."
maDuPalikA,1,1,hapax(1),"f. a kind of date, L."
maDubIja,1,2,rare(2-9),"m. a pomegranate tree, L."
maDudIpa,1,1,hapax(1),"m. ‘lamp of spring’, the god of love, L."
maDudUta,1,2,rare(2-9),"m. ‘messenger of spring’, the mango tree, L."
maDudalA,1,1,hapax(1),"f. Sanseviera Roxburghiana, L."
maDudruma,2,2,rare(2-9),"m. the mango tree, L."
maDugAyana,1,1,hapax(1),"m. the Indian cuckoo, L."
maDujA,2,1,hapax(1),"f. sugar made from h˚, s˚-candy, L."
maDuja,2,2,rare(2-9),"mf(A)n. obtained from honey, L."
maDujambIra,1,2,rare(2-9),"m. a kind of sweet citron, L."
maDujit,1,1,hapax(1),"m. ‘conqueror of the Daitya Madhu’, N. of Viṣṇu, L."
maDukarkawI,2,2,rare(2-9),"f. the sw˚, L."
maDukarkawikA,2,1,hapax(1),"f. the sweet lime, L."
maDumAlapattrikA,1,1,hapax(1),"f. a species of small shrub, L. (uncertain reading)."
maDumajjan,1,1,hapax(1),"m. a walnut tree, L."
maDupAkA,1,1,hapax(1),"f. sweet melon, L."
maDupAyin,1,1,hapax(1),"m. ‘honey-drinker’, a bee, L."
maDupIlu,1,1,hapax(1),"m. a species of tree, L."
maDupuzpa,1,2,rare(2-9),"m. (only L.) Bassia Latifolia, Acacia Sirissa, Jonesis Asoka, Mimusops Elengi"
maDurAlApA,1,2,rare(2-9),"f. Turdus Salica, L."
maDuraPalA,1,2,rare(2-9),"f. the sweet melon, L."
maDuraPala,1,2,rare(2-9),"m. a species of jujube, L."
maDurabIjapUra,1,1,hapax(1),"m. a kind of citron, L."
maDurajambIra,1,1,hapax(1),"m. a species of citron or lime, L."
maDuralatA,1,1,hapax(1),"f. a kind of liquorice, L."
maDuratraya,1,2,rare(2-9),"n. the three sweet things (sugar, honey and butter), L."
maDuratvaca,1,2,rare(2-9),"m. Grislea Tomentosa, L."
