k1_slp1,L_sense_count,dcs_freqBand,dcs_band_label,mw_gloss_snippet
balavarDinI,1,,,"f. a species of medicinal plant (= jIvaka), L."
balavinyAsa,1,,,"m. arrangement of forces, array of troops, L."
baliMdama,1,,,"m. ‘tamer of Bali’, N. of Viṣṇu, L."
baliSa,1,,,"nf (i or SI). (also written val˚) a hook, fishhook, L. (cf. baqiSa)."
balibanDana,1,,,"m. ‘binder or killer of Bali’, N. of Viṣṇu, L."
balidviz,1,,,"m. ‘hater of Bali’, N. of Viṣṇu, L."
balihan,1,,,"m. ‘slayer of Bali’, N. of Viṣṇu, L."
balika,2,,,"m. (cf. valika) N. of a serpent-demon, L."
balinI,1,,,"(inI), f. Sida Cordifolia, L."
balinandana,1,,,"m. ‘son of B˚’, N. of the Asura Bāṇa, L."
balipodakI,1,,,"f. Basella Cordifolia, L."
baliveSman,1,,,"n. = mandira, L."
bamBarAli,1,,,"f. a fly, L."
bamBara,1,,,"m. a bee, L."
banDAki,1,,,"m. a mountain, L."
banDUli,1,,,"m. Pentapetes Phoenicea, L."
banDanAlaya,1,,,"m. = ˚na-veSman, L."
banDanagranTi,1,,,"m. a noose, rope for tying cattle, L."
banDanapAlaka,1,,,"m. a gaol-keeper, L."
banDanasTAna,1,,,"n. ‘place for fastening’, a stall, stable, L."
banDanaveSman,1,,,"n. ‘house of bondage’, a prison, L."
banDastamBa,1,,,"m. ‘binding-post’, the post to which an elephant is tied, L."
banDi,1,,,"m. N. of an Asura, L."
banDitra,2,,,"n. (!) the god of love, love, L. (cf. vaDitra)"
banDudagDa,1,,,"mfn. ‘cursed by relations’, an abandoned wretch (= hataka), L."
banDujIvin,1,,,"m. a kind of ruby, L."
banDukI,1,,,"f. an unchaste woman, L. (cf. banDakI)."
bandIkAra,1,,,"m. ‘booty-maker’, a robber, thief, L."
bandicOra,1,,,"(L.) m. ‘plunder-seizer’, a housebreaker (esp. one breaking into a temple or place where s"
bandipAWa,1,,,"m. the panegyric of a bard, L."
barIvarda,1,,,"m. (also written var˚) = balIvarda, a bull, L."
barbA,1,,,"f. a species of Ocimum, L."
barbarIganDa,1,,,"m. a partic. plant (= aja-modA), L."
barbawI,2,,,"f. id., L."
barbawa,1,,,"m. Dolichos Catjang, L. (cf. barawa)"
barhacandraka,1,,,"the eye in a peacock's tail, L."
barhapuzpa,1,,,"n. Acacia Sirissa, L."
barhiHSuzman,1,,,"m. fire, the god of fire, L."
barhiRavAhana,1,,,"m. N. of Skanda, L."
barhikusuma,1,,,"n. = -puzpa, L."
barhizkeSa,1,,,"m. ‘grass-haired’, fire or the god of fire, L."
bariSI,1,,,"f. (also written var˚) a fishhook, L."
bastaSfNgI,1,,,"f. Odina Pinnata, L."
bawUkaraRa,1,,,"n. the act of making into a youth, initiation of a boy by upa-nayana, q.v., L."
bawwalohaka,1,,,"n. damasked steel, L."
bazwa,1,,,"m. (Prākṛ.) = mUrKa, a fool, L."
bedarakara,1,,,"m. (prob.) an inhabitant of the city Bedar or Bidar, L. (also proper N.)"
bfMhayitf,1,,,"mfn. strengthening, increasing, L."
bfhacCalka,1,,,"(˚hac + Sa˚) m. ‘large-scaled’, a kind of prawn, L."
bfhaccaYcu,1,,,"f. a kind of vegetable, L."
bfhaccitta,1,,,"m. Citrus Medica, L."
bfhadAra,1,,,"m. N. of an Asura, L."
bfhadBawwArikA,1,,,"f. N. of Durgā, L."
bfhadBuja,1,,,"mfn. long-armed, L."
bfhadDAtrI,1,,,"f. a partic. medicament, L."
bfhadDala,1,,,"(˚d-ha˚) n. (?) a large plough, L."
bfhadamla,1,,,"m. Averrhoa Carambola, L."
bfhadbIja,1,,,"m. ‘having large seeds’, or ‘abounding in seed’, Spondias Mangifera, L."
bfhadgola,1,,,"n. a water-melon, L."
bfhadguha,1,,,"m. pl. ‘large-housed’, N. of a people (dwelling in a country lying behind the Vindhya moun"
bfhadvAta,1,,,"m. a kind of grain, L."
bfhannAlika,1,,,"n. a cannon, L."
bfhannIlI,1,,,"f. N. of plant (= mahA-n˚), L."
bfhannOkA,1,,,"f. N. of a favourable position in the game of Catur-aṅga, L."
bfhannaKI,1,,,"f. a partic. perfume, L."
bfhannawa,1,,,"m. N. of Arjuna, L."
bfhaqQakkA,1,,,"f. a large drum, L."
bfhatIpati,1,,,"m. the planet Jupiter, L."
bfhatkASa,1,,,"m. a partic. kind of reed (= Kaqgawa), L."
bfhatkAlaSAka,1,,,"m. a partic. shrub, L. (w.r.)"
bfsikA,1,,,"f. id., L."
biSAyaka,1,,,"m. a species of Euphorbia, L. (cf. bisAkara)."
bilAla,1,,,"m. = birAla, a cat, L."
bilevAsin,1,,,"mfn. and m. = bila-v˚, L."
billamUlA,1,,,"f. a species of esculent bulbous plant, L."
billasU,1,,,"f. a mother of ten children, L."
bimbajA,1,,,"f. Momordica Monadelpha, L."
bimbawa,1,,,"m. the mustard plant, L."
bimbu,1,,,"m. the betel-nut tree, L."
binducitra,1,,,"m. the spotted antelope, L."
bindujAla,1,,,"n. collection or mass of dots or spots (esp. on an elephant's face and trunk), L."
bindupattraka,1,,,"m. a species of Amaranthus, L."
bindupratizWAmaya,1,,,"mf(I)n. founded or based upon the Anusvāra, L."
binduraka,1,,,"m. Ximenia Aegyptiaca, L."
bindureKaka,1,,,"m. a kind of bird, L. (cf. prec. and next)."
bindutantra,3,,,"m. a die, dice, L."
binduvAsara,1,,,"m. the day of fecundation, L."
biqAraka,1,,,"m. a cat, L. (cf. next)."
birAla,1,,,"m. = biqAla, a cat, L."
bisAkara,1,,,"m. a species of Euphorbia, L."
bisaja,1,,,"n. a l˚-flower, L."
bisanABi,1,,,"f. the l˚-plant (padminI), L."
bisanAsikA,1,,,"f. a kind of crane, L. (cf. -kaRWikA)."
biwaka,1,,,"mfn. = piwaka, a boil, L."
bizkala,1,,,"m. a tame hog (noted for its fecundity), L."
boDAyanIyA,1,,,"f. a partic. drug, L."
boDiDarma,1,,,"m. N. of a Buddhist patriarch (whose original name was Bodhi-dhana), L."
boDida,1,,,"m. (with Jainas) an Arhat, L."
boDitaru,1,,,"m. ‘tree of wisdom’, Ficus Religiosa, L. (cf. above)."
boDitavya,1,,,"mfn. to be made known, to be imparted or communicated, L. (cf. boDayitavya)."
boDyaNgavatI,1,,,"f. a partic. Samādhi, L."
bokaqI,1,,,"f. Argyreia Speciosa or Argentea, L."
bokkARa,1,,,"m. a horse's nose-bag (which contains his food), L."
brAhmIkanda,1,,,"m. a species of bulbous plant, L."
brAhmaRaBAva,1,,,"m. the rank or condition of a Br˚, L."
brAhmaRapAla,1,,,"m. N. of a prince, L."
brAhmaprajApatya,1,,,"mfn. (fr. brahma-prajApati), L."
brAhmikA,1,,,"f. Clerodendrum Siphonantus, L."
brahmAdijAtA,1,,,"f. the river Go-dāvarī, L. (v.l. ˚mAdri-j˚)."
brahmAgraBU,1,,,"m. a horse, L. (cf. next and brahmAtma-BU)."
brahmAmBas,1,,,"n. ‘holy water’, the urine of a cow, L."
brahmaBUti,1,,,"f. twilight, L."
brahmaBadrA,1,,,"f. Ficus Heterophylla, L."
brahmaRyA,1,,,"(A), f. N. of Durgā, L."
brahmaSAsana,3,,,"m. N. of a Grāma, L."
brahmaSAyin,1,,,"mfn. resting in Brahmă, L."
brahmaSalya,1,,,"m. Acacia Arabica, L."
brahmacAraRI,1,,,"f. Clerodendrum Siphonanthus, L. (prob. w.r. for -cAriRI)."
brahmadEtya,1,,,"m. a Brāhman changed into a Daitya, L."
brahmagola,1,,,"m. ‘Brahmā's globe’, the universe, L."
brahmagraha,1,,,"m. = -rAkzasa, L."
brahmahuta,1,,,"n. ‘offering to Brahmā or the Brāhmans’, hospitality, L. (cf. brAhmya-huta)."
brahmajYAnin,1,,,"mfn. = -jYa, L."
brahmakanya,1,,,"(prob.) m. Clerodendrum Siphonantus, L."
brahmakanyaka,1,,,"m. (prob.) id., L."
brahmamaRqUkI,1,,,"f. Clerodendrum Siphonantus, L."
brahmameKala,1,,,"m. Saccharum Munjia (of which the sacred thread of a Brāhman is made), L."
brahmanABa,1,,,"m. ‘having Brahmā (proceeding out of a lotus on his) navel’, N. of Viṣṇu, L."
brahmapaTakovida,1,,,"mfn. knowing the way to Br˚, L."
brahmapattra,1,,,"n. ‘Brahma's leaf’, the leaf of Butea Frondosa, L. (cf. -pAdapa)."
brahmapiSAca,1,,,"m. = -rAkzasa, L."
brahmarUpiRI,1,,,"f. a species of parasitical plant, L."
brahmasAyujya,1,,,"n. intimate union or identification with Brahmă, L."
brahmasUnu,1,,,"m. (with Jainas) N. of the 12th king of Bhārata, L."
brahmasarpa,1,,,"m. ‘Brahmā's serpent’, a kind of snake, L."
brahmatvac,1,,,"m. or f. (?) Alstonia Scholaris, L."
brahmavada,1,,,"m. pl. N. of a Vedic school, L. (prob. w.r.)"
brahmavarDana,1,,,"n. copper (as peculiarly suitable for sacrificial utensils), L."
brahmavarta,1,,,"m. = ˚mAvarta, L."
brahmavedamaya,1,,,"mf(I)n. consisting of the Brahma-veda, L."
brahmavedi,1,,,"f. ‘Brahmā's altar’, N. of the country between the 5 lakes of Rāma in Kuru-kṣetra, L."
brahmayazwi,1,,,"f. Clerodendrum Siphonantus or Ligusticum Ajowan, L."
buDA,1,,,"f. Nardostachys Jatamansi, L."
buDasAnu,1,,,"m. = parna or = yajYa-puruza, L."
buDatAta,1,,,"m. B˚'s (or the planet Mercury's) father, the moon, L."
buDe,1,,,"ind. on a Wednesday (= buDa-vAre), L."
buDila,1,,,"mfn. wise, learned, L."
budDAlaMkArADizWitA,1,,,"f. a partic. Dhāraṇi, L."
budDEqUka,1,,,"m. a temple in which relics of Buddha are preserved (= cEtya), L."
budDakAyavarRaparinizpattyaBinirhArA,1,,,"f. a partic. Dhāraṇī, L."
budDamantra,1,,,"n. a Buddhist prayer or charm (= DAraRI), L."
budDiSakti,1,,,"f. an intellectual faculty, L."
budDidevI,1,,,"f. N. of a princess, L."
budDisahAya,1,,,"m. a counsellor minister, L."
budbudAkza,1,,,"mfn. one who has partic. disease of the eyes, L."
bukkAgramAMsa,1,,,"n. the heart, L. (prob. a wrong blending of bukkA and agramAMsa)."
bukkAra,1,,,"m. the roaring of a lion, cry of any animal, L."
bukkana,1,,,"n. the bark of a dog or any noise made by animals, L."
bukkasI,2,,,"f. the indigo plant, L."
bukkasa,1,,,"m. a Caṇḍāla, L. (cf. pukkasa)"
buli,1,,,"f. = buri or the anus, L."
bumBI,1,,,"f. coarse ground meal, L."
bundira,1,,,"n. a house, L."
busta,2,,,"m. n. (g. arDarcAdi) the burnt exterior of roast meat, L."
cARUrasUdana,1,,,"m. id., L., Sch."
cARakIna,1,,,"mfn. fit for (being sown) with the chick-pea (caRaka), L., Sch."
cARakyamUlaka,1,,,"n. a kind of radish (kOwilya), L."
cAkaciccA,1,,,"f. N. of a plant, L."
cAmarapuzpa,4,,,"m. ‘chowrie-blossomed’, Mangifera indica, L."
cAmarapuzpaka,1,,,"m. Saccharum spontaneum, L."
cAmarin,1,,,"m. ‘plume-adorned’, a horse, L."
cAmpilA,1,,,"f. a river, L."
cAndrAKya,1,,,"n. fresh ginger, L."
cAndramasAyana,1,,,"m. = candra-ja, L."
cApapawa,1,,,"m. Buchanania latifolia, L."
cApavawa,1,,,"m. = -pawa, L. (cf. upa-v˚)."
cApaveda,1,,,"m. = Danur-v˚, L."
cAraBawI,1,,,"f. heroism, L."
cArapaTa,1,,,"m. a cross-way, L."
cAravAyu,1,,,"m. summer-air, L."
cAriRI,1,,,"f. the plant Karuṇī, L."
cAritrA,1,,,"f. the tamarind tree, L."
cAruDAmA,1,,,"f. N. of Indra's wife Śacī, L."
cAruSilA,1,,,"f. ‘beautiful stone’, a jewel, L."
cArurAvA,1,,,"f. = -DAmA, L."
cAruvarDanA,1,,,"f. a woman, L."
cAruvratA,1,,,"f. a female who fasts for a whole month, L."
cArvI,5,,,"(vI), f. a beautiful woman, L."
cAtakAnandana,1,,,"m. ‘Cātaka's delight’, the rainy season, L."
cAturBadra,1,,,"n. (fr. cat˚) a collection of 4 medicinal plants, L."
cAturaka,4,,,"mfn. flattering, L."
cAturika,1,,,"m. (fr. 1. ˚ra) a charioteer, L."
cAwukArin,1,,,"m. id., L."
cAwulola,1,,,"mfn. (= cawul-l˚) elegantly tremulous, L."
cAwuvawu,1,,,"m. = -pawu, L."
cEtrAvalI,1,,,"f. the day of full moon in month Caitra, L."
cEtrasaKa,1,,,"m. ‘friend of month Caitra’, the god of love, L., Sch."
cEtyamuKa,1,,,"m. ‘having an opening like that of a Buddh. sanctuary’, a hermit's water-pot, L."
cIlikA,1,,,"f. = cIrI-vAka, L."
cInAkarkawI,1,,,"f. = ˚na-karkawikA, L."
cInavaNga,1,,,"n. lead (or tutenag?), L."
cIrRaparRa,2,,,"m. n. Azadirachta indica, L."
cIraBavantI,1,,,"f. the elder sister of a wife, L."
cIrakA,1,,,"f. a public announcement on a slip of paper, L."
cIrapattrikA,1,,,"f. a kind of vegetable, L. (v.l. kzAra-p˚)."
cIri,1,,,"f. a veil for the eyes, L."
cIritacCadA,1,,,"f. Beta bengalensis, L."
cIruka,1,,,"n. a kind of fruit, L."
cIvarin,1,,,"m. a Buddhist or Jain monk, L."
cIvillikA,1,,,"v.l. for civ˚, L."
cORqa,1,,,"mfn. (fr. cuRqa for ˚qya) id., L."
cOrapuzpOzaDi,1,,,"f. = cora-puzpI, L."
cUrI,1,,,"v.l. for curI, L."
cUrRaSAkANka,1,,,"m. a kind of vegetable, L."
cUrRakeSa,1,,,"m. = -kuntala, L."
cUtaka,2,,,"m. the mango tree, L."
caRakA,1,,,"f. linseed, L."
caRakAtmaja,1,,,"m. ‘Caṇaka's son’, Cāṇakya, L."
caRava,1,,,"m. an inferior kind of grain, L."
caRqAlavallakI,1,,,"f. the Caṇḍāla or common lute, L."
caRqAlikA,3,,,"f. = ˚la-vallakI, L."
caRqakolAhalA,1,,,"f. a kind of musical instrument, L."
caRqamuRqA,1,,,"f. a form of Durgā, L. (cf. carma-m˚, cAmuRqA.)"
caRqarudrikA,1,,,"f. knowledge of mystical nature (acquired by worship of the Nāyikās), L."
caRqilA,1,,,"f. N. of a river, L."
caRqila,3,,,"m. N. of Rudra, L."
caYcUqa,1,,,"m. = ˚Ycu-pattra, L."
caYcalAKya,1,,,"m. incense, L."
caYcuBft,1,,,"‘having a beak’, a bird, L."
caYcukA,1,,,"f. a beak, bill, L."
caYcumat,1,,,"m. id., L."
caYcupattra,1,,,"m. ‘beak-leaved’, a kind of vegetable, L."
caYcusUci,1,,,"m. ‘using the beak as a needle’, the tailor-bird (Sylvia sutoria), L."
caYcusUcika,1,,,"m. ‘using the beak as a needle’, the tailor-bird (Sylvia sutoria), L."
caccapuwa,1,,,"m. (in music) a kind of measure, L. (cf. cAca-p˚.)"
caceRqA,1,,,"f. N. of a creeper, L."
cadira,4,,,"m. (= cand˚) the moon, L."
cakrADivAsin,1,,,"m. ‘abode for Cakra (-vāka) birds’, the orange-tree, L."
cakrAvarta,1,,,"m. whirling or rotatory motion, L."
cakrAwa,3,,,"m. (= ˚kra-cara) a juggler, snake-catcher, snake-charmer, L."
cakraBedinI,1,,,"f. ‘dividing the Cakra (-vāka) couples (cf. -bAnDava)’, night, L."
cakraDAraRa,1,,,"n. an axle, L."
cakraPala,1,,,"n. a missile weapon (kind of discus), L."
cakraSreRI,1,,,"f. Odina pinnata (bearing a curved fruit), L."
cakrabAnDava,1,,,"m. ‘friend of Cakra (-vāka) birds (supposed to couple only in day-time)’, the sun, L."
cakradaMzwra,1,,,"m. ‘having curved tusks’, a hog, L. (v.l. vakr˚)."
cakradantI,1,,,"f. N. of a plant, L."
cakradantIbIja,1,,,"m. ‘having seeds resembling those of the plant Cakra-danti’, N. of a plant, L."
cakragaRqu,1,,,"m. a round pillow, L."
cakragucCa,1,,,"m. ‘having circular clusters’, Jonesia Aśoka, L."
cakrajIvaka,1,,,"m. ‘living by his wheel’, a potter, L."
cakrakulyA,1,,,"f. a kind of fern (citra-parRI), L."
cakrala,1,,,"mfn. (cf. cakkala) crisp, curled (barbara), L."
cakramaRqalin,1,,,"m. the Boa Constrictor, L."
cakramuKa,1,,,"m. = -daMzwra, L."
cakrapAda,2,,,"m. ‘wheel-footed’, a carriage, L."
cakrapadmAwa,1,,,"m. = -gaja, L."
cakrapakza,1,,,"m. a goose, L."
cakraparivyADa,1,,,"m. Cathartocarpus fistula, L."
cakrarada,1,,,"m. = -daMzwra, L."
cakrasaMjYa,1,,,"n. tin, L."
cakrasaMvara,1,,,"m. N. of a Buddha (vajra-wIka), L."
cakratalAmra,1,,,"m. a kind of mango tree, L."
cakravAkabanDu,1,,,"m. = ˚kra-bAnDava, L."
cakravAlaDi,1,,,"m. ‘curved-tail’, a dog, L. (cf. vakr˚.)"
cakzurbahala,1,,,"m. Odina pinnata, L."
cakzurvahana,1,,,"m. = -bahala, L."
calAtaNka,1,,,"m. ‘fluctuating disease’, rheumatism, L."
calaGnI,1,,,"f. Trigonella corniculata, L."
calacaYcu,1,,,"m. ‘moving its beak’, the Greek partridge, L."
caladaNga,1,,,"m. ‘of a palpitating body’, the fish Ophiocephalus aurantiacus, L."
caladaNgaka,1,,,"m. ‘of a palpitating body’, the fish Ophiocephalus aurantiacus, L."
caladruma,1,,,"m. Tribulus lanuginosus, L."
calas,1,,,"n. wood-sorrel, L."
calatpUrRimA,1,,,"f. the fish Candraka, L."
calu,1,,,"m. a mouthful of water, L."
camasi,1,,,"f. = ˚sI, a kind of cake, L."
campADipa,1,,,"(˚pAD˚) m. a prince of Campā = ˚peSa, L."
campAlu,1,,,"m. for ˚pakAlu, L."
campakolba,1,,,"m. = ˚kAlu, L."
campakunda,1,,,"m. a kind of fish, L."
campeSa,1,,,"m. ‘lord of Campā’, Karṇa, L."
campopalakzita,1,,,"mfn. ‘marked by Campā’, dwelling in Campā and its vicinity, L."
candanAcala,1,,,"m. = ˚na-giri, L."
candanIyA,1,,,"f. a kind of yellow pigment, L."
candanagiri,1,,,"m. ‘sandal-mountain’, the Malaya, L."
candila,1,,,"m. a barber, L."
candrASma,1,,,[L.] m. the moon-stone (Candra-kānta).
candrI,1,,,"(I), f. Serratula anthelminthica, L. (cf. arDa-.)"
candraBIru,1,,,"n. silver, L."
candracaYcalA,1,,,"f. the fish Candraka, L."
candradAra,1,,,"m. pl. ‘moon-wives’, the 27 lunar mansions, L."
candragolasTa,1,,,"m. pl. ‘dwelling in the lunar sphere’, the manes, L."
candralOha,1,,,"n. id., L."
candralOhaka,1,,,"n. id., L."
candramaha,1,,,"m. a dog, L."
candramanas,1,,,"m. one of the ten horses of the moon, L."
candrareRu,1,,,"m. ‘having only the dust of the moon’, a plagiarist, L."
candrasamBavA,1,,,"f. small cardamoms, L."
candrasurasa,1,,,"m. Vitex Negundo, L."
candravallarI,1,,,"f. Ruta graveolens or a kind of pot-herb, L."
candravihaMgama,1,,,"m. ‘moon-bird’, the crane Ardea nivea, L."
candrila,3,,,"m. a barber, L."
candrimA,1,,,"f. (fr. candra/-mas; cf. pUrRimA) moonlight, L., Sch."
capalANga,1,,,"m. ‘swift-bodied’, the gangetic Delphinus, L."
capalatASaya,1,,,"m. indigestion, flatulence, L."
capawa,1,,,"for ˚pewa, L., Sch."
capewAGAta,1,,,"m. a slap with the open hand, L."
capewikA,1,,,"f. = ˚wa, L."
carBawa,1,,,"m. = cirB˚, L."
carItra,1,,,"n. = ˚ritra, behaviour, conduct, L."
caraRABaraRa,1,,,"n. a foot-ornament, L."
caraRapa,1,,,"m. ‘root-drinker’, a tree, L."
caraRaparvan,1,,,"n. = -granTi, L."
caraRwI,1,,,"f. = ˚rawI, L., Sch."
caramAdri,1,,,"m. = ˚ma-giri, L."
caramakzmABft,1,,,"m. the western (‘earth-supporter’ or) mountain, L."
carawI,1,,,"f. (= ˚raRwI, cirawI, ciraRwI) a woman married or single who after maturity resides in her"
carawa,1,,,"m. (= cara) a wagtail, L."
carcas,1,,,"m. one of the 9 treasures of Kubera, L."
carcikya,1,,,"n. = cArc˚, L."
caritrA,1,,,"f. the tamarind tree, L. (cf. cAr˚)."
carmAraka,1,,,"m. = ˚rmAnuraYjana, L."
carmaRA,1,,,"f. a kind of fly, L. (v.l. ˚rvaRA)."
carmacawakA,1,,,"f. id., L."
carmacawikA,1,,,"f. id., L."
carmadaRqa,1,,,"m. ‘leather-stick’, a whip, L."
carmadruma,1,,,"m. ‘parchment-tree’, N. of a tree (the bark of which is used for writing upon), L."
carmagrIva,1,,,"m. N. of one of Śiva's attendants, L., Sch."
carmakUpa,1,,,"m. a leathern bottle, L."
carmapraBedikA,1,,,"f. a shoemaker's awl, L."
carmaprasevaka,1,,,"m. = -puwa, L., Sch."
carmaru,1,,,"m. = ˚rma-kft, L."
carmasamBavA,1,,,"f. cardamoms, L."
carmavasana,1,,,"m. (= kf/tti-vAsas) Śiva, L."
carpawA,1,,,"f. the 6th day in the light half of Bhādrapada, L."
carpawI,1,,,"f. a thin biscuit of flour (cf. parp˚), L."
caruvraRa,1,,,"m. a kind of cake, L."
carvan,1,,,"m. = capewa, L."
catuHSAKa,1,,,"n. ‘having 4 extremities’, the body, L."
catuHSAlaka,1,,,"n. id., L."
catula,1,,,"mfn. = sTApayitf, L."
caturaNgabalADyakza,1,,,"m. the commander-in-chief of a complete army, L."
caturarTa,1,,,"mf(A)n. having 4 meanings, L."
caturhAyaRI,1,,,"f. a cow of 4 years, L."
caturvarzikA,1,,,"f. (scil. go) a cow 4 years old, L."
catuzpARi,1,,,"m. ‘four-handed’, Viṣṇu, L."
catuzpAwI,1,,,"f. ‘winding 4 ways (?)’, a river, L."
catvAla,2,,,"m. = cA/tv˚, q.v., L."
catvarI,1,,,"f. a street, L."
cavi,1,,,"f. id., L."
cavyaPala,1,,,"m. id., L."
cawatkAra,1,,,"m. crackling (of fire), L."
cawatkfti,1,,,"f. id., L."
cawikASira,1,,,"m. = ˚ras, L., Sch."
cawukAra,1,,,"mfn. speaking to please or flatter any one, L."
cawulA,1,,,"f. (= caYcalA) lightning, L."
cawullola,1,,,"mfn. moving gracefully, L."
cedinagarI,1,,,"f. = tri-purI, L."
celAla,1,,,"m. Cucumis sativus, L."
celicIma,1,,,"m. = cilic˚, L., Sch."
celuka,1,,,"m. a Buddhist novice, L."
ceqa,1,,,"m. a servant, L., Sch."
ceqikA,1,,,"f. = ˚qI, L."
cetaHpIqA,1,,,"f. grief, L."
cetanakA,1,,,"f. = ˚nikA, L."
cetanakI,1,,,"f. = ˚nikA, L."
cetoBava,1,,,"m. = citta-ja, L., Sch."
cevI,1,,,"f. N. of a Rāgiṇī (in music), L."
ciNgaqa,1,,,"m. id., L. (cf. uc-ciNgawa.)"
ciNgawa,1,,,"mf(I). a shrimp, L."
ciYcAsAra,1,,,"m. id., L."
ciYcowaka,1,,,"m. the plant Krauñcādana, L."
cibi,1,,,"m. the chin, L."
cihnaDAriRI,2,,,"f. Hemidesmus indicus, L."
cihura,1,,,"m., pl. L., Sch. the hair of the head"
cikUra,1,,,"for ˚kura, the hair, L."
cikuraBAra,1,,,"m. id., L."
cikurahasta,1,,,"m. id., L."
cikurakalApa,1,,,"m. a mass of hair, tuft of hair, L."
cikurapASa,1,,,"m. id., L."
cikuraracanA,1,,,"f. id., L."
cikuroccaya,1,,,"m. id., L."
cilicImi,1,,,"m. id., L., Sch. See also cilamIlikA."
cilikA,1,,,"= cirikA, L."
cilimIlikA,1,,,"f. = ˚lam˚, L."
cilimInaka,1,,,"m. = ˚licima, L."
cillABa,1,,,"m. ‘resembling a kite’, a petty thief, pickpocket, L."
cillaBakzyA,1,,,"f. a kind of vegetable perfume, L."
cillakA,1,,,"f. a cricket, L."
cimi,2,,,"m. = 1. ciri, L."
cimika,1,,,"m. = 1. ciri, L."
cinna,1,,,"m. for cIna, q.v., L."
cintAkarman,1,,,"n. troubled thoughts, L."
cintAmaRicaturmuKa,1,,,"m. N. of a medicine prepared with mercury, L."
cintAveSman,1,,,"n. a council room, L."
cintiqI,1,,,"for tint˚, L."
cintiti,1,,,"f. = cintA, thought, care, L."
cintiyA,1,,,"f. = ˚titi, L."
cipuwa,1,,,"m. = ˚piwaka, L., Sch."
cirAd,1,,,"m. ‘long-eating’, Garuḍa, L."
cirAtikta,1,,,"m. = ˚ra-t˚, L."
cirAwikA,1,,,"f. a white-blossoming Boerhavia erecta, L."
ciraMjIvA,1,,,"f. Trigonella corniculata, L."
ciraRWI,1,,,"[L.], f. id."
cirajIvaka,1,,,"m. ‘long-lived’, the Jīvaka tree, L."
cirakriya,1,,,"mfn. = -kAra, L."
ciramBaRa,1,,,"m. ‘crying long’, a kind of falcon (cilla), L."
ciramehin,1,,,"m. ‘urinating for a long time’, an ass, L."
ciraparRa,1,,,"m. N. of a plant (having curative properties), L."
ciraprasUtA,1,,,"f. (a cow) which has calved a long time ago, L."
cirasUtA,1,,,"f. = -pras˚, L."
cirasUtikA,1,,,"f. id., L. ="
cirikA,1,,,"f. a kind of weapon (cilikA), L., Sch."
cirilla,1,,,"m. = cIralli, L."
ciru,1,,,"m. the shoulder-joint, L."
citAcUqaka,1,,,"n. ‘funeral pile mark’, a sepulchre, L."
citpravftti,1,,,"f. thinking, reflection, L."
citrANgadasU,1,,,"f. ‘Citrāṅgada's mother’, Satyavatī (mother of Vyāsa), L."
citrANgasAdana,1,,,"m. ‘Citrāṅga -killer’, Arjuna, L."
citrAkzI,1,,,"f. = -netrA, L."
