k1_slp1,L_sense_count,dcs_freqBand,dcs_band_label,mw_gloss_snippet
surajaHPala,1,,,"m. the jack-fruit tree, L."
surajanI,1,,,"f. night, L."
surakAru,1,,,"m. ‘artificer of the gods’, N. of Viśvakarman, L."
suralAsikA,1,,,"f. a flute (cf. svara-l˚), L."
suramantrin,1,,,"m. ‘counsellor of the g˚’, N. of Bṛhas-pati, L."
suranandA,1,,,"f. ‘joy of the gods’, N. of a river, L."
suranirganDa,1,,,"n. the leaf of the Laurus Cassia (incorr. for suraBi-ganDa), L."
surapurI,1,,,"(I), f. Amarā-vatī, L."
surasAgraRI,1,,,"m. white basil, L."
surasAzwa,1,,,"n. a collective N. of 8 plants (viz. Nirguṇṭī, Tulasī, Brāhmī &c.), L."
surastrISa,1,,,"m. ‘lord of the A˚’, N. of Indra, L."
suratabanDa,1,,,"m. a kind of coition, L."
suratatAlI,2,,,"f. a female messenger, go-between, L."
suratozaka,1,,,"m. ‘god-pleasing’, the jewel Kaustubha (worn by Kṛṣṇa on his breast), L."
suravErin,1,,,"m. an enemy of the g˚, Asura, L."
suravallaBa,1,,,"m. Rottleria Tinctoria, L."
suravelA,1,,,"f. N. of a river, L."
surayAna,1,,,"n. a chariot of the g˚, L."
surendrajit,1,,,"m. ‘conqueror of Indra’, N. of Garuḍa, L."
surottara,1,,,"m. ‘superior to g˚’, sandal-wood, L."
suruNgAhi,1,,,"m. ‘underground-serpent’, a house-breaker, L."
suruNgayuj,1,,,"m. = next, L."
surundalA,1,,,"f. N. of a river, L."
surusura,1,,,"mfn. ‘ruling’ or ‘shining’ (= surat), L."
susUkzmapattrA,1,,,"f. a species of Valeriana, L."
suskandana,1,,,"m. a partic. fragrant plant, L."
susnA,1,,,"f. a kind of pulse, Lathyrus Sativus, L."
susnayu,1,,,"m. (said to be fr. √ snA) the institutor of a sacrifice (= yajamAna), L."
susnigDA,1,,,"(A), f. a kind of creeper, L."
susurapriyA,1,,,"f. jasmine, L."
susvApa,1,,,"m. deep sleep, L."
sutAputra,1,,,"m. du. a daughter and a son, L."
sutAtmaja,1,,,"m. = suta-suta, L."
sutUlikA,1,,,"f. a beautiful mattress, L."
sutapAdikA,1,,,"f. a species of Mimosa, L."
sutaptA,1,,,"(A), f. Mucuna Pruritus, L."
sutardana,1,,,"m. the Koil or Indian cuckoo, L."
sutarkArI,1,,,"f. a kind of gourd (= deva-dAlI), L."
sutavaskarA,1,,,"f. the mother of seven children, L."
sutintiqA,1,,,"f. Tamarindus Indica, L."
suvAlukA,1,,,"f. Hoya Viridiflora, L."
suvAtA,1,,,"(?) f. N. of an Apsaras, L."
suvIrAmla,1,,,"n. sour rice gruel, L."
suvaMSekzu,1,,,"m. a kind of sugarcane, L."
suvacanI,1,,,"(I), f. N. of a goddess, L."
suvacas,1,,,mfn. = prec. L.
suvarRAhvA,1,,,"f. yellow jasmine, L."
suvarRAlu,1,,,"m. a kind of bulbous plant, L."
suvarRI,1,,,"(I), the plant Salvinia Cucullata (perhaps w.r. for sukarRI), L."
suvarRaPalA,1,,,"f. a species of Musa, L."
suvarRahali,1,,,"m. a kind of tree, L."
suvarRajIvika,1,,,"m. a g˚-merchant (a partic. mixed caste, the son of a Māṇikī by a Kāṃsya-kāra), L."
suvarRakaRa,1,,,"m. a species of bdellium, L."
suvarRalatA,1,,,"f. Cardiospermum Halicacabum, L."
suvarRaprasara,1,,,"n. the fragrant bark of the Feronia Elephantum, L."
suvarRasteyin,1,,,"m. a stealer of gold, L."
suvarRavaRij,1,,,"m. a gold-merchant, a partic. mixed caste (the son of a Vaiśya woman by an Ambaṣṭha), L."
suvarRavastrAdi,1,,,"n. money and clothes &c., L."
suvartula,2,,,"m. a water-melon, L."
suvasu,1,,,"(?) f. N. of an Apsaras, L."
suvidallA,1,,,"f. a married woman, L."
suvidalla,1,,,"n. the women's apartments, L."
suvidat,1,,,"m. a king, L."
suvinItA,1,,,"(A), f. a tractable cow, L."
suyamA,1,,,"(A), f. the Priyaṅgu plant, L."
suzamaduHzamA,1,,,f. (with Jainas) N. of two spokes of a time-wheel (the third in an Avasarpiṇī and the four
suziracCeda,1,,,"m. a kind of flute, L."
suzma,1,,,"n. a rope, cord (v.l. for Sulba), L."
svANkika,1,,,"m. (perhaps fr. sva + aNkI) a drummer, L."
svAdava,1,,,"n. agreeable taste or relish, L."
svAduDanvan,1,,,"m. ‘having a sweet bow’, N. of Kāma-deva (whose bow is said to be made of sugarcane), L."
svAduKaRqa,1,,,"m. lump sugar, sugar in small pieces, L."
svAduganDA,1,,,"(A), f. id. or Convolvulus Paniculatus, L."
svAduganDa,1,,,"m. a Moringa with red flowers, L."
svAdukandaka,1,,,"m. a kind of vegetable, L."
svAduluNgI,1,,,"f. the sweet citron, L."
svAdumajjan,1,,,"m. a sort of mountain Pīlu tree, L."
svAdupuzpI,1,,,"(I), f. Grislea Tomentosa, L."
svAdupuzpa,1,,,"m. ‘having pleasant flowers’, a kind of plant (= kawaBI), L."
svAdutiktakazAya,2,,,"mfn. sweet and astringent and bitter, L."
svAdutuRqikA,1,,,"f. Momordica Monadelpha, L."
svAduvAri,1,,,"m. the sea of sweet water, L."
svAdvamlatiktatubara,2,,,"mfn. sweet and sour, bitter and astringent, L."
svAhABuj,1,,,"m. ‘Sv˚-eater’, a god, L."
svAhASana,1,,,"m. = svAhA-BUj, L."
svAkzapAda,1,,,"m. a follower of the Nyāya philosophy, L."
svAmijaNGin,1,,,"m. N. of Paraśu-rāma, L."
svAmijanaka,1,,,"m. the father of a husband, f˚-in-law, L."
svErinDrI,1,,,"f. = sErinDrI, L."
svEritA,1,,,"f. wilfulness, independence, L."
svIyAkzara,1,,,"m. one's own handwriting or signature, autograph, L."
svaBAjana,1,,,"w.r. for saBAjana, L."
svaBAvadveza,1,,,"m. natural hatred, L."
svaBUtyAga,1,,,"m. abandonment of o˚'s own c˚, L."
svaDASana,1,,,"m. pl. ‘Svadhā eaters’, the Pitṛs, L."
svaDitihetika,1,,,"m. ‘axe-armed’, a soldier armed with an axe, L."
svaSlAGA,1,,,"f. s˚-praise, L."
svaYja,1,,,"(prob.) w.r. for saYja, L."
svacCapattra,1,,,"n. ‘transparent leaf’, talc, L."
svacCavAluka,1,,,"n. a kind of semi-metal, L."
svacCikA,1,,,"f. = aNguli-saMdaMSa (see add.), L."
svadeSaja,1,,,"m. ‘born in o˚'s own country’, a countryman, L."
svadehadAna,1,,,"n. the gift of o˚'s own body, L."
svagfhIta,1,,,"w.r. for su-g˚, L."
svahastagata,1,,,"mfn. fallen into or being in o˚'s own hands, L."
svajAtidviz,1,,,"m. a dog, L."
svakulakzaya,1,,,"m. ‘destroying (its) own family’, a fish, L."
svaliNga,1,,,"mfn. preserving (its) own grammatical gender, L."
svalpaSarIra,1,,,"mfn. having a very diminutive body, small in stature, L."
svalpadehA,1,,,"f. a dwarfish girl unfit for marriage, L."
svalpadrAvaka,1,,,"n. a partic. mineral preparation, L."
svalpakeSin,1,,,"m. ‘having small fibres’, the root of sweet flag, L."
svalpakesarin,1,,,"m. ‘having small filaments’, Bauhinia Variegata, L."
svalpapattraka,1,,,"m. ‘small-leaved’, a kind of Madhūka or Bassia Latifolia, L."
svameka,1,,,"(?) m. n. (cf. su-meKa) a year, L."
svanASa,1,,,"m. self-destruction, L."
svanacakra,1,,,"m. a form of sexual union, L."
svanotsAha,1,,,"m. a rhinoceros (= gaRqaka), L."
svapiRqA,1,,,"f. a kind of date tree, L. (w.r. for sTala-p˚)."
svapnAntaragata,1,,,"mfn. occurred during sleep, dreamt, L."
svapnadoza,1,,,"m. ‘sleep fault’, pollutio nocturna, L."
svapnagfha,1,,,"n. a sleeping apartment, bed-chamber, L."
svapnakft,2,,,"mfn. causing sleep, somniferous, soporific, L."
svapnaniketana,1,,,"n. = -gfha, L."
svapnavicArin,1,,,"mfn. interpreting dr˚, L."
svapratizWa,2,,,"mfn. astringent, L."
svarA,1,,,"(A), f. N. of the chief wife of Brahmā, L."
svarAlu,1,,,"m. a kind of root (= vacA), L."
svarApagA,1,,,"f. ‘river of h˚’ = -gaNgA, L."
svarAzwracintA,1,,,"f. care for one's own country or p˚, L."
svarRAdri,1,,,"m. ‘g˚-mountain’, Meru, L."
svarRAri,2,,,"n. ‘enemy of gold’, lead, L."
svarRaBUmikA,1,,,"f. ginger or cassia bark, L."
svarRaSuktikA,1,,,"f. g˚ from Suvarṇa-dvīpa, L."
svarRacUqaka,1,,,"m. the blue jay, L."
svarRadA,1,,,"(A), f. Tragia Involucrata, L."
svarRadIDiti,1,,,"m. ‘g˚-rayed’, fire, L."
svarRaja,1,,,"n. ‘gold-produced’, the metal tin, L."
svarRaketakI,1,,,"f. Pandanus Odoratissimus, L."
svarRakzIriRikA,1,,,"f. Cleome Felina, L."
svarRalI,1,,,"f. a kind of plant, L."
svarRamUzikA,1,,,"f. a kind of plant (prob. w.r. for -yUTikA), L."
svarRapAWaka,1,,,"m. borax, L."
svarRapadmA,1,,,"f. ‘bearing gold lotuses’, the heavenly Ganges, L."
svarRapakza,1,,,"m. ‘gold-winged’, N. of Garuḍa, L."
svarRarAga,1,,,"m. white lotus, L."
svarRaramBA,1,,,"f. a kind of plant, L."
svarRasindUra,1,,,"m. a partic. medicinal preparation, L."
svarRavaNga,1,,,"m. a partic. preparation made of tin, L."
svarRavajra,1,,,"n. a sort of steel, L."
svarRavalkala,1,,,"m. ‘having g˚ bark’, Bignonia Indica, L."
svarRavallI,1,,,"f. a kind of plant (= rakta-PalA), L."
svarRavarRABA,1,,,"f. a species of plant, L."
svarRavarRa,1,,,"n. turmeric (also f(A). ), L."
svarRavarRaBAj,1,,,"f. Terminalia Chebula, L."
svaraBaNgin,1,,,"m. ‘note-separating’, a kind of bird, L."
svarakampa,1,,,"m. trembling of tone, L."
svaralAsikA,1,,,"f. a flute, pipe, L."
svaramaRqala,1,,,"a kind of Vīṇā or stringed musical instrument, L."
svareRu,1,,,"f. N. of a wife of the sun (v.l. sureRu and saraRyU), L."
svargaNgA,1,,,"f. the heavenly Ganges, the Milky Way, L."
svargasaridvarA,1,,,"f. ‘best of heavenly rivers’, the Ganges, L."
svargavaDU,1,,,"f. ‘celestial nymph’, an Apsaras, L."
svargigiri,1,,,"m. the heavenly mountain, Meru, L."
svargiri,1,,,"m. ‘mountain of h˚’, Su-meru, L."
svariNgaRa,1,,,"m. shaking h˚, a strong wind, L."
svarjin,1,,,"m. id., L."
svarnadI,1,,,"f. = -RadI, L."
svarumocana,1,,,"m. the third cubit from the bottom or the fifteenth from the top of the sacrificial post, "
svarus,1,,,"m. = svaru, a thunderbolt, L."
svarvApI,1,,,"f. ‘stream of h˚’, the Ganges, L."
svasEnya,1,,,"n. one's own army, L."
svasU,1,,,"f. ‘self-created’, the earth, L."
svaskanda,1,,,"m. a person who has gained his liberty by redeeming a pledge, L."
svastikakarRa,1,,,"mfn. marked on the ear with the figure called Svastika, L."
svastimuKa,3,,,"mfn. having the word svasti in the mouth, wishing joy or fortune, L."
svatantravftti,1,,,"f. acting self-reliantly, independent action, L."
svayamBUliNgasamBUtA,1,,,"f. a partic. plant (= liNginI), L."
svayatna,1,,,"m. o˚'s own exertion, L."
svedacUzaka,1,,,"m. ‘perspiration sucker’, a cooling breeze, L."
svedamalojJitadeha,1,,,"m. ‘one whose body is freed from p˚ and impurity’, a Jina, L."
svedanayantra,1,,,"n. a steam-bath (for metals), L."
svodarapUraka,1,,,"mfn. filling only one's belly, thinking only of eating, L."
syAdvAdavAdin,1,,,"m. = next, L."
syAlikA,1,,,"(ikA), f. the younger sister of a wife, L."
syUnA,2,,,"(A), f. a ray of light, L."
syagavi,1,,,"(?) m. a young crab (cf. segava), L."
syamIkA,2,,,"(A), f. the indigo plant, L."
syandaka,1,,,"m. Diospyros Embryopteris (perhaps for spana˚), L."
syandanAroha,1,,,"m. a warrior who fights mounted on a chariot, L."
syandanaDvani,1,,,"m. the rattling of carriage wheels, L."
syandanadruma,1,,,"m. Dalbergia Ougeinensis (so called from its wood being used to make wheels &c.), L."
syandolikA,1,,,"f. swinging or a swing (prob. w.r. for spand˚), L."
syota,1,,,"m. = syUta, a sack, L."
syumna,1,,,"n. id. (cf. syUmaka/, syona/ below), L."
syutna,1,,,"n. happiness, delight (cf. below), L."
tARqavapriya,1,,,"m. ‘fond of the Tāṇḍava dance’, Śiva, L."
tARqavatAlika,1,,,"m. ‘dancing and clapping the hands (fr. tAla)’, Śiva's door-keeper Nandin, L."
tARqi,1,,,"n. N. of a manual of the art of dancing (said to be composed by ˚Rqa), L., Sch."
tAdDarmya,1,,,"n. (fr. tad-Darman) sameness of law, analogy, L."
tAdarTyena,1,,,"instr. ind. with this intention, L."
tAlAKyA,1,,,"f. a kind of perfume, L."
tAlANga,1,,,"m. Cyprinus Rohita, L."
tAlISaka,1,,,"m. Flacourtia cataphracta, L."
tAlaBft,1,,,"m. (= -Dvaja) Bala-Rāma, L."
tAlaDAraka,1,,,"m. ‘keeping the measure’, a dancer, L."
tAlakABa,1,,,"mfn. ‘orpiment-like’, green, L."
tAlakI,1,,,"f. = ˚la-garBa, L."
tAlakzIraka,1,,,"n. id., L."
tAlalakzman,1,,,"m. = -Bf/t, L."
tAlamardaka,1,,,"m. a cymbal, L."
tAlamardala,1,,,"m. a cymbal, L."
tAlaparRa,1,,,"n. = ˚lAKyA, L."
tAlapralamba,1,,,"m. = -jawA, L."
tAlapuzpaka,1,,,"n. N. of a plant, L."
tAlarecanaka,1,,,"m. ‘distinguishing the measure (in dancing)’, a dancer, L. (v.l. -vec˚)."
tAli,2,,,"f. = tAqi, L."
tAmbUlada,1,,,"m. = -karaNka-vAha, L."
tAmbUlarAga,1,,,"m. Ervum lens, L."
tAmbUlavallikA,1,,,"f. the betel-plant, L."
tAmrAku,1,,,"m. N. of an Upa-dvīpa (cf. ˚mra-dvIpa), L."
tAmrArDa,1,,,"n. ‘half-copper’, bell-metal, L."
tAmrI,1,,,"(I), f. a kind of clepsydra (cf. ˚mra-pAtra), L."
tAmraSiKin,1,,,"m. ‘red-crested’, a cock, L."
tAmradugDA,1,,,"f. N. of a small shrub, L."
tAmrajIva,1,,,"m. the son of a Māgadha and a Brāhmaṇī (who works in copper), L."
tAmrakAra,1,,,"m. a copper-smith, L."
tAmrakfmi,1,,,"m. cochineal, L."
tAmrakili,1,,,"m. a small worm of a red colour, L."
tAmrakrami,1,,,"m. id., L."
tAmrapAdI,1,,,"f. ‘red-footed’, Cissus pedata, L."
tAmrapAkin,1,,,"m. Thespesia populneoides, L."
tAmrarasAyanI,1,,,"f. = -dugDa, L."
tAmravarRA,1,,,"f. the China rose, L."
tAmravfkza,2,,,"m. = -bIja, L."
tAmravfntA,1,,,"f. another kind of Dolichos, L."
tAmravfnta,1,,,"m. = -bIja, L."
tAmya,1,,,"n. = kloman, L."
tAnUra,1,,,"m. = tAlUra, L."
tApasadrumasaMniBA,1,,,"f. N. of a shrub, L."
tApasapattrI,1,,,"f. id., L."
tApiYja,2,,,"m. id., L."
tAqakAPala,1,,,"n. large cardamoms, L."
tAqanI,1,,,"f. a whip, L."
tAqapattra,1,,,"n. = tAwaNka, L."
tAqi,1,,,"f. Corypha Taliera, L."
tArAvartman,1,,,"n. the sky, L."
tAraRi,1,,,"f. = tar˚, a boat, L."
tArala,1,,,"mfn. = tar˚, unsteady, libidinous, L."
tArkzyAsana,1,,,"n. N. of a partic. posture in Yoga, L."
tAtagu,2,,,"mfn. agreeable to a father, L."
tAtana,1,,,"m. a wagtail, L."
tAti,1,,,"m. a son, L."
tAvIzI,1,,,"f. N. of a daughter of Indra (or ‘of the moon’, candra- for cendra-?), L."
tAvIza,3,,,"m. (= tav˚) the ocean, L."
tAvara,1,,,"n. a bow-string, L."
tAyika,1,,,"m. pl. = tAjika, L."
tEjasAvartanI,1,,,"f. a crucible, L."
tEjasAvartinI,1,,,"f. a crucible, L."
tElAKya,1,,,"m. olibanum, L."
tElAguru,1,,,"n. a kind of Agallochum, L."
tElAmbukA,1,,,"f. = ˚la-pA, L."
tElAwI,1,,,"f. a wasp, L."
tElacOrikA,1,,,"f. ‘stealing oil’, a cock-roach, L."
tElakalkaja,1,,,"m. = -kiwwa, L."
tElakiwwa,1,,,"n. oil-cake, L."
tElamAlin,1,,,"a wick, L."
tElaparRI,3,,,"f. sandal, L."
tElasADana,1,,,"n. N. of a perfume, L."
tElasPawika,1,,,"m. N. of a gem, L."
tElavallI,1,,,"f. a kind of Asparagus, L."
tEliSAlA,1,,,"f. = ˚la-SAlikA, L."
tElin,1,,,"m. = ˚lika, L."
tEraRa,1,,,"mf(I). = ter˚, L."
tIkzRaSastra,1,,,"n. iron or steel, L."
tIkzRaganDaka,1,,,"m. Moringa pterygosperma, L."
tIkzRakalka,1,,,"m. coriander, L."
tIkzRakarmakft,1,,,"mfn. acting in a clever manner, L."
tIkzRakarman,2,,,"n. a clever work, L."
tImana,1,,,"n. basil, L."
tIrI,1,,,"f. id., L."
tIrRapadI,1,,,"f. Curculigo orchioides, L."
tIrTavAka,1,,,"m. the hair of the head, L."
tIvrakaRWa,1,,,"m. a pungent kind of Arum, L."
tIvravedanA,1,,,"f. excessive pain, L."
tOlikika,1,,,"m. (fr. tUlikA) a painter, L."
tUlA,2,,,"f. id., L."
tUlaSarkarA,1,,,"f. a c˚ seed, L."
tUlacApa,1,,,"m. id., L."
tUlakArmuka,1,,,"n. ‘cotton-bow’, a bow-like instrument used for cleaning cotton, L."
tUlanAlA,1,,,"f. ‘cotton-tube’, a cotton rock, L."
tUlanAlI,1,,,"f. ‘cotton-tube’, a cotton rock, L."
tUlanAlikA,1,,,"f. ‘cotton-tube’, a cotton rock, L."
tUlasecana,1,,,"n. ‘c˚-moistening’, spinning, L."
tUliPalA,1,,,"f. the cotton tree (also tul˚), L."
tUrRodita,1,,,"mfn. spoken quickly, L."
tUryAMSa,1,,,"m. a 4th part, L."
tUryaKaRqa,1,,,"m. a sort of tabor, L."
tUryagaRqa,1,,,"m. a sort of tabor, L."
tUtaka,1,,,"n. = tutTa, blue vitriol, L."
taBa,1,,,"m. = st˚, a he-goat, L., Sch."
taRqulA,1,,,"(A), f. id., L."
taRqulIka,1,,,"m. Amaranthus polygonoides, L."
taRqulIyikA,1,,,"f. id., L."
taRqulaPalA,1,,,"f. long pepper, L."
taRqulera,1,,,"m. = ˚lIka, L."
taRqulu,1,,,"m. Embelia Ribes, L."
taRqurIRa,3,,,"m. one not a citizen, a barbarian, L."
taTArTavAc,1,,,"f. truth, L."
tadAmuKa,1,,,"n. beginning of that, L."
tadDana,1,,,"mfn. niggardly, L."
tadanya,1,,,"mfn. other than that, L."
tadbala,1,,,"a kind of arrow, L."
tagarapAdi,1,,,"f. id., L."
tagarapAdikA,1,,,"f. id., L."
tagarapAdika,1,,,"n. = ˚raka, L."
takilA,1,,,"f. ‘a drug (OzaDa)’ or ‘N. of a herb (ozaDi)’, L."
takila,1,,,"mfn. fraudulent, L."
takraBaktA,1,,,"f. = ˚krAhvA, L."
takrasAra,1,,,"n. fresh butter, L."
takzaRI,1,,,"f. an instrument for cutting or paring, L."
takziRI,1,,,"f. = ˚kzaRI, L."
talAcI,1,,,"f. ‘spread on the ground’, a mat, L."
talamIna,1,,,"m. v.l. for nal˚, L., Sch."
talasAraka,1,,,"n. a horse's food-receptacle, L."
talekzaRa,1,,,"m. ‘looking downwards’, a hog, L."
talikA,1,,,"f. = ˚la-sAraka, L."
talodA,1,,,"f. ‘whose water flows downwards’, a river, L."
talpana,1,,,"n. the exterior muscles of an elephant's back, L."
tamaHpraBA,1,,,"f. id., L."
tamaHpraBa,1,,,"m. N. of a hell, L. (v.l.)"
tamaNga,1,,,"m. a platform, L."
tamapraBA,1,,,"f. v.l. for ˚maH-pr˚, L."
tamarAja,1,,,"m. = tava-r˚, L."
tamara,1,,,"n. tin, L."
tamastati,1,,,"f. id., L."
tambA,1,,,"(fr. tAmrA) f. = ˚mpA, L."
tamoBid,1,,,"m. ‘dispersing darkness’, a fire-fly, L."
tamojyotis,1,,,"m. ‘light in darkness’, a fire-fly, L."
tamoliptI,1,,,"f. = tAma-l˚, L."
tampA,1,,,"f. a cow (cf. ˚mbA), L."
tanUtala,1,,,"m. a measure of length equal to the arms extended, fathom, L."
tandravAya,1,,,"m. for ˚ntra-v˚, L., Sch."
tantipAlaka,1,,,"m. = ˚la, Sahadeva, L."
tantrakAzWa,1,,,"n. = ˚ntu-k˚, L."
tantravApa,1,,,"for -vAya, L."
tantripAlaka,1,,,"m. N. of Jayad-ratha, L."
tantuRa,1,,,"m. = ˚tu-nAga, L."
tantuSAlA,1,,,"f. = -vAya-S˚, L."
tantukAzWa,1,,,"n. ‘piece of fibrous wood’, a weaver's brush, L."
tantukIwa,1,,,"m. a silk-worm, L."
tantunAga,1,,,"m. a shark, L."
tantuniryAsa,1,,,"m. ‘having stringy exudations’, the palmyra tree, L."
tantuvApa,1,,,"for -vAya, L."
tanuBastrA,1,,,"f. ‘body-bellows’, the nose, L."
tanuhrada,1,,,"m. the rectum, anus, L."
tanurasa,1,,,"m. ‘body fluid’, sweat, L."
tanuruh,1,,,"n. ‘growing on the body’, a hair of the body, L."
tanusaMcAriRI,1,,,"f. ‘moving the body coquettishly (?)’, a girl, L."
tanutvaca,1,,,"m. Premna spinosa, L."
tanuvraRa,1,,,"m. ‘body-wound’, elephantiasis, L."
tapaHkara,1,,,"m. the fish Polynemus risua or paradiseus, L."
tapanAtmajA,1,,,"f. id., L."
tapanatanayezwA,1,,,"f. id., L."
tapastaNka,1,,,"m. ‘afraid of austerities’ id., L."
taporAja,1,,,"m. the moon (as presiding over austerities), L."
taqaga,1,,,"m. = ˚qAga, a pond, L."
taqitkumAra,1,,,"m. pl. = vidyut-k˚, L."
taqitpati,1,,,"m. a cloud, L."
tarAlu,1,,,"m. id., L."
tarAnDu,1,,,"m. a large flat-bottomed boat, L."
taraRIvallI,1,,,"f. Rosa glandulifera, L."
taraRipewaka,1,,,"m. a baling-vessel, L."
taraRiratna,1,,,"n. ‘sun-jewel’, a ruby, L."
taraRqapAdA,1,,,"f. ‘oar-footed’, a boat, L."
tarakzuka,1,,,"m. id., L."
tarasTAna,1,,,"n. a landing-place, L."
taravAlikA,1,,,"f. (for tala-v˚?) = kar˚ id., L., Sch."
tarbawa,2,,,"m. a year, L."
tariraTa,1,,,"m. ‘boat-wheel’, an oar, L."
tarjika,1,,,"m. pl. = tAj˚, L."
tarkAwa,1,,,"m. ‘inquiry-walker’, a beggar, L."
tarkiRa,1,,,"m. Cassia Tora, L. (v.l. ˚kila)."
tarkuSAna,1,,,"m. a small whetstone for sharpening spindles, L."
tarkulAsaka,1,,,m. a concave shell or saucer serving to hold the lower end of a spindle when whirled round
tarkupIWI,1,,,"f. id., L."
tarkupIWa,1,,,"m. id., L."
tarkupiRqa,1,,,m. a ball (of clay &c.) at the lower end of a spindle to assist in giving it a rotatory mo
tarkuwI,1,,,"f. = ˚rku, L."
tarkuwa,1,,,"n. spinning, L."
tarkzu,1,,,"m. = tara/kzu, L."
tarkzya,1,,,"m. saltpetre, L."
tarpaRI,1,,,"f. N. of a plant, L."
tarpaRecCu,1,,,"m. ‘desirous of a Tarpaṇa libation’, Bhīṣma, L."
tarpiRI,1,,,"f. Hibiscus mutabilis, L."
tartarIka,2,,,"mfn. (fr. Intens.) being in the habit of crossing (a river), L."
taruBuj,1,,,"m. ‘tree-eater’, the parasitical plant Vanda Roxburghii, L."
taruSAyin,1,,,"m. ‘sleeping on trees’, a bird, L."
tarujIvana,1,,,"n. (vital organ i.e.) the root of a tree, L."
tarukURi,1,,,"m. a kind of bird, L."
tarumfga,1,,,"m. ‘tree-animal’, an ape, L."
tarunaKa,1,,,"m. ‘tree-nail’, a thorn, L."
tarurAga,1,,,"m. n. ‘tree-charm’, a bud, L."
tarusAra,1,,,"m. ‘tree-essence’, camphor, L."
tarutUlikA,1,,,"f. the flying fox (suspending itself from branches like a tUlikA, q.v.), L."
tatapattrI,1,,,"f. ‘having spreading leaves’, Musa sapientum, L."
tatatva,1,,,"n. ‘protractedness’, slow time (in music), L., Sch."
tatkAlaDI,1,,,"mfn. having presence of mind, L."
tatkAlotpannaDI,1,,,"mfn. = ˚la-DI, L."
tatkriya,2,,,"mfn. = -kara, L."
tatkzaRa,1,,,"m. the same moment, L."
tavIza,3,,,"m. (= tAv˚) the ocean (cf. tarIza), L."
tavara,1,,,"a particular high number, L."
tejaHsamBava,1,,,"m. (= agni-s˚) lymph, L."
temanI,1,,,"f. a sort of fireplace, L."
tevana,2,,,"n. sport, L."
tfKa,1,,,"n. nutmeg, L."
tfRAYjana,1,,,[L.] m. = ˚Ra-goDA.
tfRAsfj,1,,,"n. = ˚Ra-SoRita, L."
tfRAwavI,1,,,"f. a forest abounding in grass, L."
tfROkas,1,,,"n. = ˚Ra-kuwi, L."
tfROzaDa,1,,,"n. the fragrant bark of Feronia elephantum, L."
tfRaSIta,1,,,"n. N. of a fragrant grass, L."
tfRabIja,1,,,"m. Panicum frumentaceum, L."
tfRabIjaka,1,,,"m. Panicum frumentaceum, L."
tfRagaqa,1,,,"m. a sort of sea crab, L."
tfRagoDA,1,,,"f. a lizard, chamaeleon, L."
tfRaharmya,1,,,"m. a bower of grass or straw on the top of a house, L."
tfRakUrcikA,1,,,"f. a whisk, L."
tfRakUrma,1,,,"m. the Tumbī gourd, L."
tfRaketu,1,,,"m. a bamboo, L."
tfRanimbA,1,,,"f. the Nepalese Nimba, L."
tfRapUla,1,,,"m. a tuft of grass, L."
tfRapaYcikA,1,,,"f. straw, L."
tfRasArA,1,,,"f. Musa sapientum, L."
tfRatva,1,,,"n. the state of grass, L."
tfRazawpada,1,,,"m. ‘grass-infesting six-footed’, a wasp, L."
tfptikft,1,,,"mfn. = a-secana, L."
tfzABU,1,,,"f. ‘thirst-origin’, the bladder, L."
tfzAha,2,,,"n. ‘thirst-destroying’, water, L."
tfzRAkzaya,1,,,"m. cessation of desire, tranquillity of mind, L."
tfzRaka,1,,,"mfn. desirous, eager for, L."
tfzitottarA,1,,,"f. the plant aSana-parRI, L."
tiRwI,1,,,"f. Ipomoea Turpethum, L."
tiktANgA,1,,,"f. a kind of creeper, L."
tiktaBadraka,1,,,"m. Trichosanthes dioeca, L."
tiktaDAtu,1,,,"m. ‘bitter elementary substance (of the body)’, bile, L."
tiktaguYjA,1,,,"f. Pongamia glabra, L."
tiktakandikA,1,,,"f. Curcuma Zedoaria, L."
tiktamarica,1,,,"m. Strychnos potatorum, L."
tiktapattra,1,,,"m. ‘bitter-leaved’, Momordica mixta, L."
tiktarohiRikA,1,,,"f. = ˚RI, L."
tiktavallI,1,,,"f. Sanseviera Roxburghiana, L."
tilAnna,1,,,"n. rice with sesamum-seeds, L."
tilApatyA,1,,,"f. Nigella indica, L."
tilakASraya,1,,,"m. ‘T˚-receptacle’, the forehead, L."
tilamayUra,1,,,"m. a kind of peacock, L."
tilarasa,1,,,"m. = -tEla, L."
tilasneha,1,,,"m. = -tEla, L."
tilitsaka,1,,,"m. a hyena, L."
timI,1,,,"f. a fish, L."
tima,1,,,"m. = ˚mi, a kind of whale, L., Sch."
timiSatru,1,,,"m. a partic. marine monster, L."
timikoSa,1,,,"m. ‘T˚-receptacle’, the ocean, L."
timirAri,1,,,"m. = ˚ra-ripu, L., Sch."
timirOGa,1,,,"m. deep darkness, L."
timiri,1,,,"m. a kind of fish, L."
tinASaka,1,,,"= ˚niSa, L."
tindiSa,1,,,"m. N. of a plant, L."
tindula,1,,,"m. = ˚duki, L."
tintilI,1,,,"f. = ˚tiqikA, L., Sch."
tintilikA,1,,,"f. = ˚tiqikA, L., Sch."
tintiqIdyUta,1,,,"n. a kind of game (odd and even played with tamarind seeds), L."
